"ConstituentID","DisplayName","ArtistBio","Nationality","Gender","BeginDate","EndDate","Wiki QID","ULAN"
"3339","Adriano Lagostina","Italian, born 1915","Italian","Male","1915","0","",""
"10202","Riihimäen Lasi Oy, Riihimäki, Finland","est. 1910","","","1910","0","",""
"4187","Edo Murtic","Yugoslav, 1921–2005","Yugoslav","Male","1921","2005","",""
"3641","Jean Lurçat","French, 1892–1966","French","Male","1892","1966","Q468453","500014846.0"
"47976","Andrew ""Bunnie"" Huang","American, born 1975","American","Male","1975","0","",""
"28741","Marcel Odenbach","German, born 1953","German","Male","1953","0","Q96742","500076895.0"
"22572","Sas/OO, France","","","","0","0","",""
"27787","Fiona Raby","British, born 1963","British","Female","1963","0","",""
"11198","Satisfaction, New York, NY","","","","0","0","",""
"10009","New City Editions, Venice, CA","","","","0","0","",""
"30961","Jakob Kolding","Danish, born 1971","Danish","Male","1971","0","",""
"10561","Arterior Textile GMBH, Wuppertal, Germany","","","","0","0","",""
"69886","Jean-Jacques Lévêque","","","Male","0","0","",""
"33143","Lisa Strausfeld","American, born 1964","American","Female","1964","0","",""
"34027","Guyton\Walker","American","American","Male","0","0","",""
"8702","Paolo Orlandini","Italian","Italian","Male","0","0","",""
"3464","Wilhelm Lehmbruck","German, 1881–1919","German","Male","1881","1919","Q551282","500019056.0"
"246","Mario Avati","Italian, 1921–2009","Italian","Male","1921","2009","",""
"11128","France and Son A/S, Denmark","","","","0","0","",""
"1857","Jackie Ferrara","American, born 1929","American","Female","1929","0","Q6116329","500007652.0"
"45542","Leonardo Finotti","Brazilian, born 1977","Brazilian","Male","1977","0","",""
"40462","John Cale","Welsh, born 1942","Welsh","","1942","0","",""
"28708","Nick Mauss","American and German, born 1980","American","Male","1980","0","",""
"47781","Anti","USA, est. 1979","","","0","0","",""
"4473","Julio Palazuelos","Chilean, 1931–2014","Chilean","Male","1931","2014","",""
"44207","Georg Gerster","Swiss, born 1928","Swiss","Male","1928","0","",""
"35285","Walid Raad","Lebanese, born 1967","Lebanese","Male","1967","0","Q567772","500114662.0"
"449","John Bellany","British, 1942–2013","British","Male","1942","2013","",""
"9594","Marrell Studios, San Francisco, CA","","","","0","0","",""
"3389","Mikhail Larionov","Russian, 1881–1964","Russian","Male","1881","1964","Q38785","500012150.0"
"19660","Annette Rosado","American, born 1972","American","Female","1972","0","",""
"38678","Mateo López","Colombian, born 1978","Colombian","Male","1978","0","",""
"758","Robert Breer","American, 1926–2011","American","Male","1926","2011","Q526954","500060118.0"
"10492","Vacheron & Constantin-Le Coultre Watches, Inc., Switzerland","","","","0","0","",""
"3532","Ernst Van Leyden","American, 1892–1969","American","Male","1892","1969","",""
"3495","Alfred Leslie","American, born 1927","American","Male","1927","0","Q577242","500006228.0"
"6399","Garry Winogrand","American, 1928–1984","American","Male","1928","1984","Q121903","500014550.0"
"6857","Stanislaw Fijalkowski","Polish, born 1922","Polish","Male","1922","0","",""
"5295","Carlos Scliar","Brazilian, 1920–2001","Brazilian","Male","1920","2001","",""
"5728","Martin Sumers","American, born 1922","American","Male","1922","0","",""
"48792","Edinburgh Weavers","","","","0","0","",""
"23614","Mikhail Kalashnikov","","","Male","0","0","",""
"10350","O'Neill, Inc.","USA","American","","0","0","",""
"18844","Ernst Caramelle","Austrian, born 1952","Austrian","Male","1952","0","",""
"4775","Walter Quirt","American, 1902–1968","American","Male","1902","1968","",""
"3979","Gjon Mili","American, born Albania. 1904–1984","American","Male","1904","1984","Q381227","500115636.0"
"10538","Gerard van de Groenekan","Dutch, 1904–1971","Dutch","Male","1904","1971","",""
"41610","Lou Bunin","American, 1904–1994","American","Male","1904","1994","",""
"11022","Geomet Inc., New York, NY","est. 1954","","","1954","0","",""
"29552","Aero Sekur, Italy","","Italian","","0","0","",""
"69798","Citroën, France","est. 1919","French","","1919","0","",""
"31","Dana Atchley","American, 1941–2000","American","Female","1941","2000","",""
"27008","Kikkoman Corporation, Japan","est. 1917","","","1917","0","",""
"47810","Eugene Chadbourne","American, born 1951","","","0","0","",""
"3580","George Lockwood","American, 1929–1969","American","Male","1929","1969","",""
"6827","Judith McWillie","American, born 1946","American","Female","1946","0","",""
"28223","Jo Ractliffe","South African, born 1961","South African","Female","1961","0","",""
"6874","Sonja Ferlov","Danish, born 1911","Danish","Female","1911","0","",""
"1029","Pier Giacomo Castiglioni","Italian, 1913–1968","Italian","Male","1913","1968","",""
"10462","La Société F.S.D., France","","","","0","0","",""
"5189","Jan Sawka","Polish, 1946–2012","Polish","Male","1946","2012","Q6149861","500056281.0"
"1398","Bruce Davidson","American, born 1933","American","Male","1933","0","Q962520","500037020.0"
"4942","Diego Rivera","Mexican, 1886–1957","Mexican","Male","1886","1957","Q171128","500025126.0"
"39328","Heinrich Richter-Berlin","German, 1884–1981","German","Male","1884","1981","",""
"69813","Christoph Rath","","","Male","0","0","",""
"3496","Janusz Lesniak","Polish, born 1947","Polish","","1947","0","",""
"1841","Conrad Felixmüller","German, 1897–1977","German","Male","1897","1977","Q693095","500017719.0"
"28589","Michael Cline","American, born 1973","American","Male","1973","0","",""
"2146","Ralph Gibson","American, born 1939","American","Male","1939","0","Q1233831","500094623.0"
"10507","Transcriptors, Ltd., New York","","","","0","0","",""
"49348","Grainware","","","","0","0","",""
"3213","Willem de Kooning","American, born the Netherlands. 1904–1997","American","Male","1904","1997","Q132305","500000974.0"
"33825","Aleksandra Mir","American and Swedish, born Poland 1967","American","Female","1967","0","Q4715577","500122540.0"
"28215","S. A. Weller Pottery, Zanesville, Ohio","1872–1948","","","1872","1948","",""
"5949","Donna Tryon","American","American","Female","0","0","",""
"23353","Georgii Iakulov","","","Male","0","0","",""
"4055","Sahlan Momo","Italian, born 1944","Italian","Male","1944","0","",""
"6463","Paul Wunderlich","German, 1927–2010","German","Male","1927","2010","Q316829","500025297.0"
"30976","Hubert Lobnig","Austrian, born 1962","Austrian","Male","1962","0","",""
"194","Horst Antes","German, born 1936","German","Male","1936","0","Q446519","500010821.0"
"8059","Lilly Reich","German, 1885–1947","German","Female","1885","1947","Q64648","500248275.0"
"49125","Micha Ullman","Israeli, born 1939","Israeli","Male","1939","0","",""
"48323","Richard Woods","British, born 1966","British","Male","1966","0","",""
"8194","Michael Wesely","German, born 1963","German","Male","1963","0","Q1929795","500273576.0"
"9184","Cleto Munari, Venice","","","Male","0","0","",""
"4736","Zigmunds Priede","American, born 1935","American","Male","1935","0","",""
"8228","Alessandro Poli","Italian","Italian","Male","0","0","",""
"6621","John Armleder","Swiss, born 1948","Swiss","Male","1948","0","Q475516","500053923.0"
"27731","A-net, Inc.","Japan","Japanese","","0","0","",""
"824","Francis Bruguière","American, 1879–1945","American","Male","1879","1945","Q5480354","500014276.0"
"27009","GK Design Group","Japanese, founded 1953","Japanese","","1953","0","",""
"6024","Unkn Graph Art/des - British","British","British","","0","0","",""
"10206","Designs for Vision, Inc., USA","","","","0","0","",""
"348","Maurice Barraud","Swiss, 1889–1955","Swiss","Male","1889","1955","",""
"10208","N.V. Keramische Industrie Fris, Edam, The Netherlands","1947–1969","","","1947","1969","",""
"31891","Unknown Director","","","","0","0","",""
"40557","Stephen Kaltenbach","American, born 1940","American","Male","1940","0","",""
"8476","Varvara Rodchenko","Russian, 1925–2019","Russian","Female","1925","2019","",""
"2956","Joan Junyer","American, born Spain. 1904–1994","American","Male","1904","1994","",""
"10275","Grand Bleu, Inc., Japan","","","","0","0","",""
"44874","Thomas Sprechmann","Uruguayan, born 1940","Uruguayan","Male","1940","0","",""
"5720","George Sugarman","American, 1912–1999","American","Male","1912","1999","Q1920946","500016027.0"
"840","Boris Bućan","Croatian, born Yugoslavia, 1947","Croatian","Male","1947","0","",""
"5238","Michael Schmidt","German, 1945–2014","German","Male","1945","2014","Q1555341","500249718.0"
"46378","Arjen Bangma","Dutch, born 1976","Dutch","Male","1976","0","",""
"10078","Elkington & Co., England","","","","0","0","",""
"9970","Karhula-Iittala, Iittala, Finland","","","","0","0","",""
"7639","Ellen Gallagher","American, born 1965","American","Female","1965","0","Q4132681","500126100.0"
"8302","Suzanne Duchamp","French, 1889–1963","French","Female","1889","1963","Q435558","500030274.0"
"1682","Leonard Edmonson","American, 1916–2002","American","Male","1916","2002","",""
"11164","Modernariato-Gruppo Industriale Busnelli, Italy","","","","0","0","",""
"8427","Louis Henry","American, born 1971","American","Male","1971","0","",""
"9903","Konrad König, Munich","","","Male","0","0","",""
"10921","Carlo Moretti, s.n.c., Venice","","","","0","0","",""
"27802","Freeplay Energy Plc.","South Africa, est. 1996","South African","","1996","0","",""
"11131","Raumtechnik Staeger & Co. KG, Stuttgart","","","","0","0","",""
"5103","Eero Saarinen","American, born Finland. 1910–1961","American","Male","1910","1961","Q167073","500006141.0"
"942","Massimo Campigli","Italian, 1895–1971","Italian","Male","1895","1971","Q470359","500029770.0"
"28792","David Scher","American, born 1952","American","Male","1952","0","",""
"10968","University of Pennsylvania, USA","","","","0","0","",""
"38880","PH Stalmobler","Danish","Danish","","0","0","",""
"31456","Tsuguyoshi Sadashima","Japanese, born 1952","Japanese","Male","1952","0","",""
"38839","Daniel Joseph Martinez","American, born 1957","American","Male","1957","0","",""
"37375","yo2 Architects Ltd.","est. 1998","","","1998","0","",""
"33913","Trisha Donnelly","American, born 1974","American","Female","1974","0","Q2454119","500332843.0"
"630","Alighiero Boetti","Italian, 1940–1994","Italian","Male","1940","1994","Q556337","500053938.0"
"30274","Olaf Nicolai","German, born 1962","German","Male","1962","0","Q1454803","500116320.0"
"7818","Vik Muniz","Brazilian, born 1961","Brazilian","Male","1961","0","Q1288454","500114657.0"
"10834","Plastic Dispensers Inc., Newark, NJ","","","","0","0","",""
"11176","Richard Schultz Design, Palm, PA","","","","0","0","",""
"42455","Zanele Muholi","South African, born 1972","South African","Female","1972","0","",""
"37950","H. Fuld & Co. Telefon und Telegraphenwerke AG, Frankfurt","","","","0","0","",""
"34218","Farkas Molnár","Hungarian, 1897–1945","Hungarian","Male","1897","1945","Q637276","500109681.0"
"3530","Sonia Lewitzka","Polish, 1882–1937","Polish","Female","1882","1937","",""
"9923","Markle Featherlite Products Corp., Rochester (later in Oak Park), MI","","","","0","0","",""
"2069","A. F. Gangkofner","German, born 1921","German","","1921","0","",""
"3919","John Melin","Swedish, born 1921","Swedish","Male","1921","0","",""
"1152","William Clift","American, born 1944","American","Male","1944","0","",""
"23956","Nikolai Sokolov","Russian, 1903–2000","Russian","Male","1903","2000","",""
"38865","Revital Cohen","British, born 1981","Israeli","Female","1981","0","",""
"9779","Kromex Sales Co., Cleveland, OH","","","","0","0","",""
"26619","Claudio Perna","Venezuelan, born Italy. 1938–1997","Venezuelan","Male","1938","1997","",""
"30980","Marko Lulic","Austrian, born 1972","Austrian","Male","1972","0","",""
"70051","Rania Ghosn","Lebanese, born 1977","Lebanese","Female","1977","0","",""
"8220","Alessandro Magris","Italian, born 1941","Italian","Male","1941","0","",""
"4530","Henry Pearson","American,1914–2006","American","Male","1914","2006","Q5719056","500074491.0"
"41315","Ray Lowry","British, 1944–2008","British","Male","1944","2008","",""
"196","Stephen Antonakos","American, 1926–2013","American","Male","1926","2013","Q15429571","500091275.0"
"4739","Stephen Prina","American, born 1954","American","Male","1954","0","Q1682539","500073908.0"
"11058","J.A. Henckels, USA","","","","0","0","",""
"29062","Crye Precision","USA","American","","0","0","",""
"47983","Mirko Ilić","American, born Bosnia and Herzegovina, 1956","American","Male","1956","0","",""
"3970","Tomoko Miho","American, 1931– 2012","American","Female","1931","2012","Q7820159","500018032.0"
"3329","Jean-Emile Laboureur","French, 1887–1943","French","Male","1887","1943","",""
"7929","Joseph Grigely","American, born 1956","American","Male","1956","0","",""
"33202","Squid Labs","USA, est. 2004","American","","2004","0","",""
"8650","Anne Marie Fishbein","American, born 1958","American","Female","1958","0","",""
"47838","Selten Gehörte Musik","","","","0","0","",""
"75709","Bauhaus Sculpture Workshop","Weimar, Germany","","","0","0","",""
"10360","Charles Horner Ltd., Halifax","","","","0","0","",""
"1959","Gabriel Fournier","French, 1893–1963","French","Male","1893","1963","",""
"9865","SIGG, Switzerland","","","","0","0","",""
"41164","Erich Goldbaum","German, 1899–1969","German","","1899","1969","",""
"4991","Walter Rogalski","American, born 1923","American","Male","1923","0","",""
"9276","Italjet S.p.A., Bologna","","","","0","0","",""
"38914","Andrea Geyer","German and American, born 1971","German","Female","1971","0","Q493952","500334137.0"
"41321","Poly Styrene (Marianne Joan Elliott-Said)","British, 1957–2011","British","Female","1957","2011","",""
"34303","Sigalit Landau","Israeli, born 1969","Israeli","Female","1969","0","Q2914856","500329690.0"
"10633","Berliner Metallgewerbe Joseph Müller, Germany","","","","0","0","",""
"69896","Claude Pélieu","French, 1934–2002","French","Male","1934","2002","",""
"889","Scott Burton","American, 1939–1989","American","Male","1939","1989","Q7436079","500024444.0"
"23029","M & Co Labs","","","","0","0","",""
"13108","Josef Eberg","","","Male","0","0","",""
"2950","Sven-Eric Juhlin","Swedish, born 1940","Swedish","Male","1940","0","",""
"2472","Yozo Hamaguchi","Japanese, 1909–2000","Japanese","Male","1909","2000","",""
"8286","Jason Rhoades","American, 1965–2006","American","Male","1965","2006","Q328106","500114740.0"
"4652","Henri Plaut","French","French","Male","0","0","Q18020850",""
"8811","Taller de Arquitectura","","","","0","0","",""
"30188","Zuzana Licko","Slovak, born 1961","Slovak","Female","1961","0","Q231210","500278343.0"
"7631","Yasumasa Morimura","Japanese, born 1951","Japanese","Male","1951","0","",""
"372","Saul Bass","American, 1920–1996","American","Male","1920","1996","Q536884","500021030.0"
"34814","Annabel Jankel","British","British","Female","0","0","",""
"69881","Françoise Saint-Thibault","","","Female","0","0","",""
"24646","Konstantin Vakhremeev","","","Male","0","0","",""
"7432","Walter Pfeiffer","","","Male","0","0","",""
"5643","Varvara Stepanova","Russian, 1894–1958","Russian","Female","1894","1958","Q374948","500095268.0"
"24049","O. Ruban","","","","0","0","",""
"20731","Hope (Sufferance) Press, London","","","","0","0","",""
"6769","Hans J. Zeidler","German","German","Male","0","0","",""
"28736","Carsten Nicolai","German, born 1965","German","Male","1965","0","Q683009","500116331.0"
"2679","Howard Hodgkin","British, 1932–2017","British","Male","1932","2017","Q950746","500027570.0"
"7558","Elia Zenghelis","British, born Greece 1937","British","Male","1937","0","Q1658487","500112396.0"
"34671","The Beatles","UK, est. 1960","","","1960","0","Q1299",""
"1774","Frederick H. Evans","British, 1853–1943","British","Male","1853","1943","Q1452901","500010446.0"
"18539","Hannah Wilke","American, 1940–1993","American","Female","1940","1993","Q254663","500021825.0"
"32424","Stan VanDerBeek","American, 1927–1984","American","Male","1927","1984","",""
"44208","Hans Frei","Swiss","Swiss","Male","0","0","",""
"4496","Richard Pare","British, born 1948","British","Male","1948","0","Q1286781","500037133.0"
"10266","Ideal Toy Corporation, New York","","","","0","0","",""
"23601","N. Rozenfel'd","","","","0","0","",""
"1996","Otto Freundlich","German, 1878–1943","German","Male","1878","1943","Q699326","500030544.0"
"69800","Valentin Jeck","Swiss, born 1964","Swiss","Male","1964","0","",""
"7965","Lisa Yuskavage","American, born 1962","American","Female","1962","0","Q6558517","500114682.0"
"4606","Jean Piaubert","French, 1900–2002","French","Male","1900","2002","",""
"4448","Tom Otterness","American, born 1952","American","Male","1952","0","Q1772326","500059388.0"
"11189","Fahr-Leuchten, Stuttgart","","","","0","0","",""
"199","Nemesio Antúnez","Chilean, 1918–1993","Chilean","Male","1918","1993","",""
"1201","Alvin Colt","American, 1916–2008","American","Male","1916","2008","",""
"853","Eugene Buechel","American, born Germany. 1874–1954","American","Male","1874","1954","Q1373058",""
"49133","Jared Bark","American, born 1944","American","Male","1944","0","",""
"44772","Marcel Moore (Suzanne Malherbe)","French, 1892–1972","French","Female","1892","1972","",""
"33113","Studio Libertiny","The Netherlands, est. 2006","","","2006","0","",""
"3067","György Kepes","American, born Hungary. 1906–2001","American","Male","1906","2001","Q721633","500028012.0"
"6154","Romas Viesulas","American, 1918–1986","American","Male","1918","1986","",""
"6643","Rafael Alberti","Spanish, 1902–1999","Spanish","Male","1902","1999","",""
"1314","Wim Crouwel","Dutch, born 1928","Dutch","Male","1928","2019","Q555389","500008765.0"
"40066","Joseph Albert","German, 1825–1886","German","Male","1825","1886","",""
"6065","Louis Valtat","French, 1869–1952","French","Male","1869","1952","Q1872017","500026675.0"
"10365","Bear Archery Company, Grayling, MI","","","","0","0","",""
"3277","Shigeko Kubota","Japanese, 1937–2015","Japanese","Female","1937","2015","Q3816460","500104766.0"
"29519","John Brassil","American, born 1959","American","Male","1959","0","",""
"5407","Melissa Shook","American, 1939–2020","American","Female","1939","2020","",""
"37888","Werkplaats Martin van Oel","Dutch, est. 1990","Dutch","","1990","0","",""
"9156","Vereinigte Lausitzer Glaswerke A.G., Weisswasser, Germany","","","","0","0","",""
"18543","Bernardo Bertolucci","Italian, born 1940","Italian","Male","1940","0","",""
"5852","Félix Thiollier","French, 1842–1914","French","Male","1842","1914","Q3092618","500017457.0"
"3155","Sergei Senkin","Russian, 1894–1963","Russian","Male","1894","1963","",""
"36955","Tomas Schmit","German, 1943–2006","German","Male","1943","2006","Q830724","500072378.0"
"34743","Jackson Mac Low","American, 1922–2004","American","Male","1922","2004","Q6117237","500331372.0"
"30156","Guy Tillim","South African, born 1962","South African","Male","1962","0","Q830505","500346932.0"
"39059","Top-System Burkhard Lübke","","","","0","0","",""
"5666","Nanny Still","Finnish, 1926–2009","Finnish","Female","1926","2009","",""
"3266","Barbara Kruger","American, born 1945","American","Female","1945","0","Q262284","500118792.0"
"7333","Alexander Girard","American, 1907–1993","American","Male","1907","1993","Q4718960","500096402.0"
"1194","Gino Colombini","Italian, born 1915","Italian","Male","1915","0","",""
"10137","Sandvikens Jernverks A.B., Sweden","est. 1862","","","1862","0","",""
"10385","Head Ski Co., Timonium, MD","","","","0","0","",""
"47667","Nelson Tarpenny","","","","0","0","",""
"6191","Wolf Vostell","German, 1932–1998","German","Male","1932","1998","Q326226","500004580.0"
"10098","Castleton China Co., New Castle, PA","","","","0","0","",""
"6771","Vladimir Akulinin","Nationality unknown","Nationality unknown","Male","0","0","",""
"4928","Jacob August Riis","American, born Denmark. 1849–1914","American","Male","1849","1914","Q379211","500063987.0"
"6939","Michael Zimmerman","American, born 1956","American","Male","1956","0","",""
"32430","Woody Vasulka","American, born Czech Republic 1937","American","Male","1937","2019","Q18920276",""
"26740","Dinh Q. Lê","Vietnamese American, born 1968","American","Male","1968","0","Q3248362","500125610.0"
"8586","Fred Hansen/Pacific and Atlantic Photos","Nationality unknown","Nationality unknown","Male","0","0","",""
"7914","Ian Wallace","Canadian, born 1943","Canadian","Male","1943","0","Q5983181","500069013.0"
"3960","Guillermo Meza","Mexican, 1917–1997","Mexican","Male","1917","1997","Q1554035","500062895.0"
"9527","Klise Manufacturing Co., Grand Rapids, MI","","","","0","0","",""
"7808","Imi Knoebel","German, born 1940","German","Male","1940","0","Q241977","500124422.0"
"38715","Karen Finley","American, born 1956","American","Female","1956","0","Q6369637",""
"9989","E. Kold Christensen, Copenhagen, Denmark","","","","0","0","",""
"24495","Eli Lotar","French, 1905–1969","French","Male","1905","1969","",""
"41168","Herbert Anger","German","German","","0","0","",""
"796","Alexander Brook","American, 1898–1980","American","Male","1898","1980","Q4718429","500020389.0"
"22575","Société Bic, France","","","","0","0","",""
"2836","Yukihisa Isobe","Japanese, born 1936","Japanese","Male","1936","0","",""
"49659","Robert Silvers","American, born 1968","American","Male","1968","0","",""
"24149","Izoram","","","","0","0","",""
"22533","International Resistance Co., Philadelphia, PA","","","","0","0","",""
"46576","SmartProjects","","","","0","0","",""
"2166","Henri Ginet","French, 1923–1970","French","Male","1923","1970","",""
"1800","Henri Fantin-Latour","French, 1836–1904","French","Male","1836","1904","Q310715","500025754.0"
"27627","Collinson & Lock, London","","","","0","0","",""
"35938","Diamond Match Company","","","","0","0","",""
"1847","Roger Fenton","British, 1819–1869","British","Male","1819","1869","Q345666","500017263.0"
"46150","Damián Vinson","Argentine","Argentine","Male","0","0","",""
"9034","Mepalservice b.v. Lochem (gld), The Netherlands","","","","0","0","",""
"904","C.N. and Company","British","British","","0","0","",""
"31908","Theodore Marston","American, 1868–1920","American","Male","1868","1920","",""
"37695","Edouard-Marcel Sandoz","Swiss, 1881–1971","Swiss","Male","1881","1971","",""
"10953","Foley Mfg. Co., Minneapolis, MN","","","","0","0","",""
"3782","Albert Marquet","French, 1875–1947","French","Male","1875","1947","Q267858","500022386.0"
"11100","Abstracta Structures Inc., New York, NY","","American","","0","0","",""
"28107","Westminster Industries, a division of Zelco Industries, Inc.","USA","American","","0","0","",""
"5895","Shomei Tomatsu","Japanese, 1930–2012","Japanese","Male","1930","2012","Q1373158","500122217.0"
"8142","Wilhelm Ebentreich","German, born 1952","German","Male","1952","0","",""
"5383","Charles Sheeler","American, 1883–1965","American","Male","1883","1965","Q624868","500115325.0"
"25842","Eileen Gray Workshop, Paris, France","","","","0","0","",""
"46662","Trevor Oakes","American, born 1982","American","Male","1982","0","",""
"48289","Alice Attie","American, born 1950","American","Female","1950","0","",""
"47927","Tamás Soós","Hungarian","Hungarian","Male","0","0","",""
"10383","Hämmerli, Ltd., Lenzburg, Switzerland","","Swiss","","0","0","",""
"49176","George Stone","British, born 1952","British","Male","1952","0","",""
"4490","Tod Papageorge","American, born 1940","American","Male","1940","0","Q1708754","500037044.0"
"10450","Design Research, New York","","","","0","0","",""
"10628","NY Form, Italy","","","","0","0","",""
