"ConstituentID","DisplayName","ArtistBio","Nationality","Gender","BeginDate","EndDate","Wiki QID","ULAN"
"3806","Mort N. Marton","American, born 1918","American","Male","1918","0","",""
"44636","Cinthia Marcelle","Brazilian, born 1974","Brazilian","Female","1974","0","",""
"28654","Werner Haypeter","German, born 1955","German","Male","1955","0","",""
"4447","Ryszard K. Otreba","Polish, born 1932","Polish","Male","1932","0","",""
"32173","Rhonda Abrams","Canadian, born 1960","Canadian","Female","1960","0","",""
"8193","James Welling","American, born 1951","American","Male","1951","0","Q6145303","500005043.0"
"46635","Giorgio Olivero","Italian, born 1975","Italian","Male","1975","0","",""
"9711","Bell Sports, Inc., California","","","","0","0","",""
"44473","Chelsea Peil","","","","0","0","",""
"67563","Eduardo Berliner","Brazilian, born 1978","Brazilian","Male","1978","0","",""
"2696","Rudolf Hoflehner","Austrian, 1916–1995","Austrian","Male","1916","1995","Q1401377","500019514.0"
"2524","Erich Hartmann","American, 1922–1999","American","Male","1922","1999","Q71242",""
"673","Peter Booth","Australian, born 1940","Australian","Male","1940","0","Q7172881","500088023.0"
"6918","Vincent Alan W","American, 1960–1995","American","Male","1960","1995","",""
"34308","David Haythornthwaite","New Zealander, born 1978","New Zealander","","1978","0","",""
"47689","Bill Wintersole","","","","0","0","",""
"4536","Pedrero","Spanish","Spanish","","0","0","",""
"22582","Sam Hecht","British, born 1969","British","Male","1969","0","Q654495",""
"6238","Gene Walther","Swiss","Swiss","Male","0","0","",""
"2280","Samuel Gragg","American, 1772–1855","American","Male","1772","1855","",""
"32653","Alex Ku","American, born 1966","American","Male","1966","0","",""
"7278","Franco Raggi","Italian, born 1945","Italian","Male","1945","0","",""
"25967","Ruth Root","American, born 1967","American","Female","1967","0","",""
"38257","Billy Apple","New Zealander, born 1935","New Zealander","Male","1935","0","",""
"46149","Carlos Sallaberry","Argentine","Argentine","Male","0","0","",""
"3148","Franz Kline","American, 1910–1962","American","Male","1910","1962","Q374492","500007696.0"
"10960","AT&T Bell Laboratories, Murray Hill, NJ","American, established 1925","American","","1925","0","",""
"5715","Josef Sudek","Czech, 1896–1976","Czech","Male","1896","1976","Q1356243","500021756.0"
"1189","Leo Collins","American","American","Male","0","0","",""
"3016","Alex Katz","American, born 1927","American","Male","1927","0","Q919265","500022493.0"
"48917","Tamar Cohen","","","Female","0","0","",""
"1618","Lynne Drexler","American","American","Female","0","0","",""
"31328","Horit Herman Peled","Israeli","Israeli","Female","0","0","",""
"2486","David Hammons","American, born 1943","American","Male","1943","0","Q320846","500114717.0"
"67871","Dagobert Peche","Austrian, 1887–1923","Austrian","Male","1887","1923","",""
"2286","Paul Graham","British, born 1956","British","Male","1956","0","Q522568","500036829.0"
"4752","Peter Rose Pulham","British, 1910–1956","British","Male","1910","1956","",""
"47181","Katharina Gaenssler","German, born 1974","German","Female","1974","0","",""
"7191","Kurt Steisslinger","German","German","Male","0","0","",""
"49733","Sharon Johnston","American, born 1965","American","Female","1965","0","",""
"69267","John A. Rogers","American, born 1967","American","Male","1967","0","",""
"39742","Rebecca Bray","American, born 1974","American","Female","1974","0","",""
"48039","Jacqueline Yuan Quinn","","American","Female","1990","0","",""
"28015","Schoeller Textil AG","Switzerland, est. 1868","Swiss","","1868","0","",""
"23509","Vitalii Usenko","","","Male","0","0","",""
"6942","Hiroaki Kozu","Japanese, born 1959","Japanese","Male","1959","0","",""
"31891","Unknown Director","","","","0","0","",""
"4724","Léon Prébandier","French, born 1921","French","Male","1921","0","",""
"6235","Ernest Walters","American, 1927–2004","American","Male","1927","2004","",""
"32568","Olav Christopher Jenssen","Norwegian, born 1954","Norwegian","Male","1954","0","",""
"6065","Louis Valtat","French, 1869–1952","French","Male","1869","1952","Q1872017","500026675.0"
"33246","Hulger","UK, est. 2004","British","","2004","0","",""
"22735","Christopher Chimera","","","Male","0","0","",""
"31053","Helmut Stockhammer","","","","0","0","",""
"1350","Lajos D'Ebneth","Hungarian, 1902–1982","Hungarian","Male","1902","1982","",""
"40431","Siv Helene Stangeland","Norwegian, born 1966","Norwegian","Female","1966","0","",""
"6676","A. Donnay","Belgian, 1862–1921","Belgian","Male","1862","1921","",""
"2886","Franz Maria Jansen","German, 1885–1958","German","Male","1885","1958","",""
"28835","Tom of Finland","Finnish, 1920–1991","Finnish","Male","1920","1991","Q366062","500128976.0"
"183","Manuel Angeles Ortiz","Spanish, 1896–1984","Spanish","Male","1895","1984","Q5994858",""
"42184","Éric Chahi","French, born 1967","French","Male","1967","0","Q719385",""
"3226","Lewis Kostiner","American, born 1950","American","Male","1950","0","",""
"2122","George Passmore","British, born 1942","British","Male","1942","0","Q1524052","500055849.0"
"7100","Red David Rodriguez","American, born 1958","American","Male","1958","0","",""
"2787","Lisa Hyatt","American, born 1949","American","Female","1949","0","",""
"10771","Glasfabrik Johann Loetz Witwe, Klöstermühle, Austria","","","","0","0","",""
"44936","Antonio Puente","Venezuelan","Venezuelan","Male","0","0","",""
"48849","Printext","","","","0","0","",""
"26163","Dremefa b.v.","Dutch","Dutch","","0","0","",""
"8602","Kent Porter/The Press Democrat via Assocated Press","American, born 1962","American","Male","1962","0","",""
"974","Marie Carlier","French, 1920–1986","French","Female","1920","1986","",""
"8180","M. Bosshard","Italian","Italian","Male","0","0","",""
"22938","Jørn Utzon","Danish, 1918–2008","Danish","Male","1918","2008","Q180398","500001199.0"
"3648","George Platt Lynes","American, 1907–1955","American","Male","1907","1955","Q474144","500003292.0"
"6986","Peter Brown","American, born 1948","American","Male","1948","0","",""
"3550","Liebowitz","American","American","","0","0","",""
"1719","Clifford and Rosemary Ellis","British","British","","0","0","",""
"775","G. Stanislaus Brien","British, born Poland","British","","0","0","",""
"23419","Nelson Montes","American, born 1972","American","Male","1972","0","",""
"6233","Bernard Walsh","American, 1912–2004","American","Male","1912","2004","",""
"7620","Studio Boot","Dutch, born 1992","Dutch","","1992","0","",""
"42980","Moggridge Associates","","","","0","0","",""
"10548","Van Leer Vatenfabrieken N.V., Amstelveen, The Netherlands","Dutch","Dutch","","0","0","",""
"30473","Gert Tobias","German, born Romania 1973","German","Male","1973","0","",""
"31356","Roswitha Schuller","Austrian, born 1984","Austrian","Female","1984","0","",""
"6172","Carmel E. Vitullo","American","American","Female","0","0","",""
"27153","Kenneth Capps","American, born 1939","American","Male","1939","0","",""
"5086","Edward Ruscha","American, born 1937","American","Male","1937","0","Q430967","500024159.0"
"31919","Lorimer Johnston","American, 1858–1941","American","Male","1858","1941","",""
"2632","Nankoku Hidai","Japanese, 1912–1999","Japanese","Male","1912","1999","",""
"61403","Yve Laris Cohen","American, born 1985","American","Male","1985","0","",""
"1717","Eliot Elisofon","American, 1911–1973","American","Male","1911","1973","Q5361228","500294268.0"
"35471","Haruhiko Shono","Japanese, born 1960","Japanese","Female","1960","0","",""
"47810","Eugene Chadbourne","American, born 1951","","","0","0","",""
"48913","Will Burtin","American, born Germany. 1908–1972","American","Male","1908","1972","",""
"8200","David Byrne","American, born 1952","American","Male","1952","0","Q336640","500333457.0"
"4959","James Robertson","British, 1813/1814–1888","British","Male","1813","1888","",""
"23505","Sergei Makletsov","","","Male","0","0","",""
"37025","Andrei Zvyagintsev","Russian, born 1964","Russian","Male","1964","0","",""
"245","Irving Austin","American","American","Male","0","0","",""
"35546","Ko Nakajima","Japanese, born 1941","Japanese","Male","1941","0","Q19964275",""
"32286","Tom Kalin","American, born 1962","American","Male","1962","0","Q447005",""
"35531","Jorge Furtado","Brazilian, born 1959","Brazilian","Male","1959","0","Q685040",""
"1083","Edward Chavez","American, 1917–1995","American","Male","1917","1995","",""
"258","Michael Ayrton","British, 1921–1975","British","Male","1921","1975","Q2739689","500018746.0"
"6647","George Mann Niedecken","American, 1878–1945","American","Male","1878","1945","",""
"6551","Marian Zazeela","American, born 1936","American","Female","1936","0","",""
"989","Clara Carrié","Argentine","Argentine","Female","0","0","",""
"45385","Klaus Eschen","German, born 1939","German","Male","1939","0","",""
"30271","Sze Tsung Leong","British and American, born Mexico 1970","British","Male","1970","0","",""
"4078","Armando Morales Sequeira","Nicaraguan, 1927–2011","Nicaraguan","Male","1927","2011","",""
"28763","Jody Pinto","American, born 1942","American","Female","1942","0","",""
"3762","Boris Margo","American, born Ukraine. 1902–1995","American","Male","1902","1995","",""
"37620","Mickalene Thomas","American, born 1971","American","Female","1971","0","",""
"32234","Colli, Turin","","","","0","0","",""
"33302","Opdo Limited","New Zealand, est. 2003","New Zealander","","2003","0","",""
"2615","Georg Herold","German, born 1947","German","Male","1947","0","",""
"9618","Unknown Russian manufacturer","","Russian","","0","0","",""
"27788","Dunne & Raby","UK, est. 1994","British","","1994","0","",""
"315","Alexander Bally","American, born 1938","American","Male","1938","0","",""
"7527","Daniel Libeskind","American, born Poland 1946","American","Male","1946","0","Q154538","500023087.0"
"28578","Fritz Bultman","American, 1919–1985","American","Male","1919","1985","",""
"2773","Dudley Huppler","American, 1917–1988","American","Male","1917","1988","",""
"47300","Dörte Helm","German, 1898–1941","German","Female","1898","1941","",""
"46718","Factory Records, Manchester","est. 1978","","","1978","0","",""
"987","Carlo Carrà","Italian, 1881–1966","Italian","Male","1881","1966","Q168496","500008934.0"
"10478","Old Hall Works Tableware, Bloxwich, U.K.","","","","0","0","",""
"1821","Pericle Fazzini","Italian, 1913–1987","Italian","Male","1913","1987","Q472646","500012647.0"
"581","Judith Black","American, born 1945","American","Female","1945","0","",""
"35463","Cara DeVito","American, born 1951","American","Female","1951","0","",""
"8264","Nikolai Kuleshov","Russian","Russian","Male","0","0","",""
"8656","Georgina Starr","British, born 1968","British","Female","1968","0","",""
"48748","Julio César Morales","Mexican, born 1966","Mexican","Male","1966","0","",""
"48488","John Ahearn","American, born 1951","American","Male","1951","0","",""
"6486","Yoji Yamamoto","Japanese, born 1943","Japanese","Male","1943","0","",""
"28849","Sam Watters","American, born 1954","American","Male","1954","0","",""
"643","Boissonas","Swiss","Swiss","","0","0","",""
"8683","Cesare Butté","Italian, born 1930","Italian","Male","1930","0","",""
"4062","Rubén Ortiz-Torres","Mexican, born 1964","Mexican","Male","1964","0","",""
"8581","Larry C. Morris/The New York Times","American, 1924–1987","American","Male","1924","1987","",""
"2545","Paul Haustein","German, 1880–1944","German","Male","1880","1944","Q2060039",""
"3275","Allen Kubach","American","American","Male","0","0","",""
"35523","Jan Peacock","Canadian, born 1955","Canadian","Female","1955","0","",""
"6376","Daniel S. Williams","American, born 1942","American","Male","1942","0","",""
"7980","Jasper Morrison","British, born 1959","British","Male","1959","0","Q1374775","500048491.0"
"7042","Ruud Jan Kokke","Dutch, born 1956","Dutch","Male","1956","0","",""
"8625","Stroop Report","Nationality unknown","Nationality unknown","Male","0","0","",""
"5693","Oskar Strnad","Austrian, 1879–1935","Austrian","Male","1879","1935","Q87355","500020857.0"
"3454","Dudley Lee","American","American","Male","0","0","",""
"6267","Eva Watson-Schütze","American, 1867–1935","American","Female","1867","1935","Q433566","500088437.0"
"49627","Palmer Hayden","American, 1890–1973","American","Male","1890","1973","",""
"4218","Reuben Nakian","American, 1897–1986","American","Male","1897","1986","Q7317496","500027533.0"
"5169","Enrico Sarsini","Italian, born1938","American","Male","1938","0","",""
"28780","Alexander Ross","American, born 1960","American","Male","1960","0","",""
"3489","Robert Lepper","American, 1906–1991","American","Male","1906","1991","",""
"43151","Yael Mer","Israeli, born 1976","Israeli","Female","1976","0","",""
"35631","King Biscuit Time","","","","0","0","",""
"4475","Marion Palfi","American, 1917–1978","American","Female","1917","1978","Q20769411","500080607.0"
"41316","Pennie Smith","British, born 1949","British","Female","1949","0","",""
"8102","Paul Nelson","American, 1895–1979","American","Male","1895","1979","Q3371897","500025726.0"
"1957","Tsugouharu Foujita","Japanese, 1886–1969","Japanese","Male","1886","1969","",""
"13","J. Arrelano Fischer","Mexican, 1911–1995","Mexican","Male","1911","1995","",""
"2100","Winfred Gaul","German, 1928–2003","German","Male","1928","2003","Q2584135","500027427.0"
"10022","Stanley-Bostitch","USA","American","","0","0","",""
"7017","Adrian Piper","American, born 1948","American","Female","1948","0","Q373948","500024467.0"
"131253","Joanne Leonard","American, born 1940","American","Female","1940","0","",""
"5143","Fred Sandback","American, 1943–2003","American","Male","1943","2003","Q1452504","500032779.0"
"35076","Gerhard Grossing","Austrian, born 1957","Austrian","Male","1957","0","",""
"5088","Henry Rushburg","British","British","Male","0","0","",""
"29979","IRWIN","Slovenian, active 1983–present","Slovenian","","1983","0","",""
"7235","Robert Kahn Architects, New York","","","","0","0","",""
"8408","Kurt Wenzel","Danish, 1899–1996","Danish","Male","1899","1996","",""
"24076","Leonid Khyzhins'kyi","","","Male","0","0","",""
"46864","Wharton Tiers","","","","0","0","",""
"74339","Saloua Raouda Choucair","Lebanese, 1916–2017","Lebanese","Female","1916","2017","",""
"1864","Gianfranco Ferroni","Italian","Italian","Male","0","0","",""
"24643","Nina Soboleva","","","Female","0","0","",""
"73690","Wang Jinsong","Chinese, born 1963","Chinese","Male","1963","0","",""
"3284","Rudolf Kügler","German, 1921–2013","German","Male","1921","2013","",""
"67545","Sunil Gupta","Indian, born 1953","Indian","Male","1953","0","",""
"20631","Larry Mantello","American, born 1964","American","Male","1964","0","",""
"49390","Harry R. Barry","","","Male","0","0","",""
"9770","The Hallicrafters Co., Chicago, IL","","","","0","0","",""
"28783","Gavin R. Russom","American, born 1974","American","Male","1974","0","",""
"23760","Boris Zenkevich","","","Male","0","0","",""
"4305","Vaslav Nijinsky","Russian, 1890–1950","Russian","Male","1890","1950","Q194363","500078791.0"
"487","Roberto Berdecio","Bolivian, 1913–1996","Bolivian","Male","1913","1996","Q7351596","500122205.0"
"28820","Frances Stark","American, born 1967","American","Female","1967","0","Q16197269","500294304.0"
"5317","Lasar Segall","Brazilian, 1889–1957","Brazilian","Male","1889","1957","Q692098","500074552.0"
"3832","Henri Matisse","French, 1869–1954","French","Male","1869","1954","Q5589","500017300.0"
"9602","Lenore Tawney, New York, NY","","","","0","0","",""
"22586","Vesa Hinkola","Finnish, born 1970","Finnish","","1970","0","",""
"5597","Theodoros Stamos","American, 1922–1997","American","Male","1922","1997","Q470423","500006236.0"
"6499","George Ygfors","Swedish, born 1926","Swedish","Male","1926","0","",""
"6271","June Wayne","American, 1918–2011","American","Female","1918","2011","Q3915869","500051984.0"
"23416","Jose Burges","American, born 1971","American","Male","1971","0","",""
"3322","Jean L'Anselme","French, 1919–2011","French","Male","1919","2011","",""
"885","René Burri","Swiss, 1933–2014","Swiss","Male","1933","2014","Q671527","500115621.0"
"38425","Gardens Media Group, Cape Town","","","","0","0","",""
"9696","Popeet Container Corp., Verona, NJ","","","","0","0","",""
"418","Leslie Beaton","American","American","Female","0","0","",""
"5670","Stockmarr","Finnish","Finnish","","0","0","",""
"8088","Bing Wright","American, born 1958","American","Male","1958","0","",""
"2174","Fritz Girardin","Swiss","Swiss","","0","0","",""
"33647","Lonnie van Brummelen","Dutch, born 1969","Dutch","Female","1969","0","",""
"9097","J.P. Kayser Sohn, Cologne","established 1814","","","1814","0","",""
"1652","Carroll Dunham","American, born 1949","American","Male","1949","0","Q1045182","500110733.0"
"549","Alberto Biasi","Italian, born 1937","Italian","Male","1937","0","Q3608150","500128155.0"
"31005","Cathrin Pichler","","","Female","0","0","",""
"4819","Stephan Rath","Austrian, 1876–1960","Austrian","Male","1876","1960","",""
"10241","Platinum Pen Company, Ltd., Tokyo","","","","0","0","",""
"35577","Michelle Parkerson","American","American","Female","0","0","Q17486581",""
"24538","József Pécsi","Hungarian, 1889–1956","Hungarian","Male","1889","1956","",""
"7051","Betty Woodman","American, 1930–2018","American","Female","1930","2018","",""
"475","Gordon Bennett","American, 1933–2012","American","Male","1933","2012","",""
"490","Stephen Lynn Berens","American, born 1952","American","Male","1952","0","",""
"30644","Al Hansen","American, 1927–1995","American","Male","1927","1995","",""
"1351","Roél d'Haese","Belgian, 1921–1966","Belgian","Male","1921","1966","",""
"783","René Brô","French, 1930–1987","French","Male","1930","1987","Q2144563",""
"38395","Peter R. Meyer","","","","0","0","",""
"35225","Art Workers' Coalition","","","","0","0","",""
"49819","Christian Hasucha","German, born 1955","German","","1955","0","",""
"74777","Igor Pischukevich","Russian, born 1958","Russian","Male","1958","0","",""
"5800","Ikko Tanaka","Japanese, 1930–2002","Japanese","Male","1930","2002","Q325697","500125900.0"
"10829","Friedrich Herder A.G., Solingen, Germany","","","","0","0","",""
"9011","Werkstätte Carl Auböck, Vienna","","","","0","0","",""
"8528","Committee on Public Information","","","","0","0","",""
"3396","Pat Lasch","American, born 1944","American","Female","1944","0","",""
"3802","Ricardo Martinez","Argentine, born 1923","Argentine","Male","1923","0","",""
"48091","Euzhan Palcy","French, born 1958","French","Female","1958","0","",""
"6817","Jayme Odgers","American, born 1939","American","Female","1939","0","",""
"6231","William Walmsley","American, born 1923","American","Male","1923","0","",""
"6375","Casey Williams","American, 1947–2013","American","Male","1947","2013","",""
"37007","Jock Reynolds","American, born 1947","American","Male","1947","0","",""
"4524","Pierre Paulin","French, 1927–2009","French","Male","1927","2009","Q2026435","500054918.0"
"49584","Shaun Gladwell","Australian, born 1972","Australian","Male","1972","0","",""
"8348","Heini Fischer-Corso","Swiss, 1921–1990","Swiss","","1921","1990","",""
"3252","Paul Smith","American, born 1907","American","Male","1907","0","",""
"259","Luis Cruz Azaceta","American, born 1942","American","Male","1942","0","",""
"30113","Katharina Grosse","German, born 1961","German","Female","1961","0","Q1735903","500294083.0"
"5365","L. A. Shafer","American, 1866–1940","American","Male","1866","1940","",""
"24636","Elena Bortsova","","","Female","0","0","",""
"27792","Martín Ruiz de Azúa","Spanish, born 1965","Spanish","Male","1965","0","",""
"34389","Dara Birnbaum","American, born 1946","American","Female","1946","0","Q3702470","500034772.0"
"28389","Arturo Vittori","Italian, born 1971","Italian","Male","1971","0","",""
"1167","Sam Cocomise","Nationality unknown","Nationality unknown","Male","0","0","",""
"5509","Ap Sok","Dutch, 1917–2004","Dutch","Male","1917","2004","",""
"41792","Bill Daniel","American, born 1959","American","Male","1959","0","",""
"6670","J. Wély","French, 1873–1910","French","Male","1873","1910","",""
"46485","Ronald Clyne","American, 1925–2006","American","Male","1925","2006","",""
"1797","Charles Famin","French, born 1809","French","Male","1809","0","",""
"69854","Jan Burka","Czech, 1924–2009","Czech","Male","1924","2009","",""
"7277","Alberto Meda","Italian, born 1945","Italian","Male","1945","0","Q376694","500253455.0"
"7200","Torsten Thorup","Danish, born 1944","Danish","Male","1944","0","",""
"8543","Carl T. Gosset Jr./The New York Times","American, 1924–1985","American","Male","1924","1985","",""
"40863","Jason Salavon","American, born 1970","American","Male","1970","0","",""
"46325","James Richards","British, born 1983","British","Male","1983","0","",""
"42189","Valve","USA, est. 1996","American","","1996","0","",""
"22959","Nason & Moretti Studio","Italian","Italian","","0","0","",""
"2940","Sven Jonson","Swedish, 1902–1981","Swedish","Male","1902","1981","",""
"30952","Birgit Jürgenssen","Austrian, 1949–2003","Austrian","Female","1949","2003","Q865253","500100238.0"
"47291","Sy-Lab","est. 2007","","","2007","0","",""
"68281","Mauro Restiffe","Brazilian, born 1970","Brazilian","Male","1970","0","",""
"74940","Amanda Williams","American, born 1974","American","Female","1974","0","",""
"37960","Ernst Fischer","German, 1910–2006","German","Male","1910","2006","Q79072",""
"10148","Compagnie des Cristalleries de Baccarat, Paris, France","est. 1765","French","","1765","0","",""
"67267","Elfriede Stegemeyer","German, 1908–1988","German","Female","1908","1988","",""
"614","Donald Blumberg","American, born 1935","American","Male","1935","0","",""
"4650","Hans Platschek","German, born 1923","German","Male","1923","0","Q1170734","500093472.0"
"48661","Liza Lou","American, born 1969","American","Female","1969","0","",""
"42367","Barry Parker","British, 1867–1947","British","Male","1867","1947","",""
"2270","Robert P. Gottlieb","American, 1921–1977","American","Male","1921","1977","",""
"2078","Lyn Gardiner","American, born 1946","American","Female","1946","0","",""
"6629","Hermann Pitz","German, born 1956","German","Male","1956","0","",""
"3409","Henri Laurens","French, 1885–1954","French","Male","1885","1954","Q738892","500010480.0"
"20769","René Block","German, born 1942","German","Male","1942","0","",""
"7606","Robert A. M. Stern","American, born 1939","American","Male","1939","0","Q166567","500023335.0"
"49963","Bogdan Splinder","born 1940","","","1940","0","",""
"31338","Little Warsaw","","","","0","0","",""
"29216","Multiple manufacturers","","","","0","0","",""
"68025","Pat Passlof","American, 1928–2011","American","Female","1928","2011","",""
"11092","Moss Rose Manufacturing Co., Philadelphia, PA","","","","0","0","",""
"2861","Martin Jackson","American, 1919–1986","American","Male","1919","1986","",""
"118","Alexander Alland","American, born Russia. 1902–1989","American","Male","1902","1989","",""
"23600","Aleksei Morgunov","","","Male","0","0","",""
"7094","Martin Wong","American, 1946–1999","American","Male","1946","1999","Q1522057","500043254.0"
"8490","Richard Hell","American, born 1949","American","Male","1949","0","Q446627",""
"1139","Maude Schuyler Clay","American, born 1953","American","Female","1953","0","",""
"10602","Carrera International GmbH, Traun, Austria","","","","0","0","",""
"607","Gay Block","American, born 1942","American","Female","1942","0","Q5528548",""
"74784","Ivan Shalmin","Russian, born 1959","Russian","Male","1959","0","",""
"2180","Harry Gitlin","American, 1914–1986","American","Male","1914","1986","",""
"5610","David Staub","American, born 1914","American","Male","1914","0","",""
"7413","Toshifumi Kawahara","Japanese","Japanese","Male","0","0","",""
"7909","Valdir Cruz","Brazilian, born 1952","Brazilian","Male","1952","0","",""
"863","Louis Bunce","American, 1907–1983","American","Male","1907","1983","",""
"47211","Lele Saveri","Italian, born 1980","Italian","Male","1980","0","",""
"4623","David Pilbrow","American, born 1940","American","Male","1940","0","",""
"46470","Hipgnosis","British, founded 1968","British","","1968","0","",""
"35630","Tim Hope","","","Male","0","0","",""
"1324","Cudsen","British","British","","0","0","",""
"20722","Royal College of Art","UK, est. 1837","British","","1837","0","",""
"5867","Esias Thoren","Swedish, 1901–1981","Swedish","Male","1901","1981","",""
"37922","Hermann Misler","German","German","Male","0","0","",""
"1239","Silvio Coppola","Italian, 1920–1986","Italian","Male","1920","1986","",""
"39331","Charles Harry Jones","British, 1866–1959","British","Male","1866","1959","",""
"33052","PAX Water Technologies, Inc.","USA","American","","0","0","",""
"28707","Yuri Masnyj","American, born 1976","American","Male","1976","0","",""
"1757","M. C. Escher","Dutch, 1898–1972","Dutch","Male","1898","1972","Q1470","500007222.0"
"1062","Chambers","American","American","","0","0","",""
"10531","Baldioli Eustasio & Figli, Omegna, Italy","","Italian","","0","0","",""
"34333","Z Corporation","USA","American","","0","0","",""
"37005","Larry Miller","American, born 1944","American","Male","1944","0","",""
"30967","Elke Krystufek","Austrian, born 1970","Austrian","Female","1970","0","",""
"5489","Michael A. Smith","American, born 1942","American","Male","1942","0","",""
"6089","William Vandivert","American, 1912–1992","American","Male","1912","1992","Q1483880","500094794.0"
"34907","Shi Jian","Chinese, born 1973","Chinese","Male","1973","0","",""
"1160","Stanley T. Clough","American","American","Male","0","0","",""
"7599","Montse Padrós i Marqués","Spanish, born 1952","Spanish","Male","1952","0","",""
"1335","Anthony Currell","British, born 1942","British","Male","1942","0","",""
"74179","Christina Fernandez","American, born 1965","American","Female","1965","0","",""
"22762","Romain Ruther","","","Male","0","0","",""
"8144","Daniela Haufe","German, born 1966","German","Female","1966","0","",""
"1550","Harry Disberg","Dutch","Dutch","Male","0","0","",""
"5034","Jaroslav Rössler","Czech, 1902–1990","Czech","Male","1902","1990","",""
"7483","James Kearns","American, born 1924","American","Male","1924","0","",""
"69402","Ann Moore","American, born 1934","American","Female","1934","0","",""
"7203","Norbert Schlagheck","German, born 1925","German","Male","1925","0","",""
"42841","Giuseppe Lignano","Italian, born 1963","Italian","Male","1963","0","",""
"35601","Geoffrey Shea","Canadian, born 1958","Canadian","Male","1958","0","",""
"5372","David Shapiro","American, born 1944","American","Male","1944","0","",""
"69693","Design Earth","est. 2010","","","2010","0","",""
"9747","Bell Helicopter Inc., Buffalo, NY","","","","0","0","",""
"32840","Luc Derycke","","","","0","0","",""
"2124","Thomas George","American, 1918–2009","American","Male","1918","2009","",""
"50001","Carlos González Bogen","Venezuelan, 1920–1992","Venezuelan","Male","1920","1992","",""
"38636","William B. Dyer","","","Male","0","0","",""
"7822","Giorgio Sommer","Italian, 1834–1914","Italian","Male","1834","1914","Q64212","500030461.0"
"5682","Lou Stoumen","American, born 1917","American","Male","1917","0","Q6686914","500129351.0"
"9404","University of California Los Angeles Team","","American","","0","0","",""
"4741","Richard Prince","American, born 1949","American","Male","1949","0","Q661520","500011137.0"
"30851","Ruth Anderwald","Austrian, born 1976","Austrian","Female","1976","0","",""
"32989","Tisch School of the Arts","est. 1965","American","","1965","0","",""
"23374","N. Semenov","","","","0","0","",""
"19042","Chris Mason","","","Male","0","0","",""
"5660","Norman Stevens","British, 1937–1988","British","Male","1937","1988","",""
"50164","Albert Kahn","American, 1869–1942","American","Male","1869","1942","",""
"7341","Martin","Nationality unknown","Nationality unknown","Male","0","0","",""
"544","Jyoti Bhatt","Indian, born 1934","Indian","Male","1934","0","",""
"11138","Made in Japan for Fitz & Floyd","","","","0","0","",""
"11055","AB Bahco Verktyg, Enkoping, Sweden","","Swedish","","0","0","",""
"26123","Paul Bonatz","German, 1877–1956","German","Male","1877","1956","",""
