"ConstituentID","DisplayName","ArtistBio","Nationality","Gender","BeginDate","EndDate","Wiki QID","ULAN"
"5911","William N. Touzani","Moroccan, born 1954","Moroccan","Male","1954","0","",""
"4011","Luciano Miori","Italian, 1921–2006","Italian","Male","1922","2006","",""
"14428","Kuzma Petrov-Vodkin","Russian, 1878–1939","Russian","Male","1878","1939","",""
"47272","Lesley Keene","","","Female","0","0","",""
"7625","Jan van Toorn","Dutch, born 1932","Dutch","Male","1932","0","",""
"9407","San Lorenzo SRL","","","","0","0","",""
"69904","Raj Rewal","Indian, born 1934","Indian","Male","1934","0","",""
"38027","Alex Prager","American, born 1979","American","Female","1979","0","",""
"34914","Stephen Laub","American, born 1945","American","Male","1945","0","",""
"45268","Albrecht/d.","German, 1944–2013","German","Male","1944","2013","",""
"40735","Tancrède Synave","French, 1860–1936","French","Male","1860","1936","",""
"22577","Kari Sivonen","Finnish, born 1969","Finnish","Female","1969","0","",""
"39276","M. A. Dillon","","","Female","0","0","",""
"28190","Philippe Parreno","French, born 1964","French","Male","1964","0","Q970960","500116158.0"
"6570","Murray Zimiles","American, born 1941","American","Male","1941","0","",""
"8370","Miroslaw Balka","Polish, born 1958","Polish","Male","1958","0","Q2293085","500116121.0"
"31030","Bülent Sangar","Turkish, born 1965","Turkish","Male","1965","0","",""
"44527","Accessible Icon Project","","American","","0","0","",""
"29581","Bernhard Martin","German, born 1966","German","Male","1966","0","",""
"4386","Koyo Okada","Japanese, 1895–1972","Japanese","Male","1895","1972","Q3491749","500340398.0"
"5474","Howard Smagula","American, born 1942","American","Male","1942","0","",""
"405","Castera Bazile","Haitian, 1923–1966","Haitian","Male","1923","1966","Q2941413","500075513.0"
"26632","Fabrice Hybert","French, born 1961","French","Male","1961","0","",""
"8415","Carl Jacobs","Danish, born c. 1925","Danish","Male","1925","0","",""
"179","Mariano Andreù","Spanish, 1888–1976","Spanish","Male","1888","1976","",""
"74643","Phase 2","American, 1955–2019","American","Male","1955","2019","",""
"24637","Tat’iana Glebova","","","Female","0","0","",""
"3681","Toshiro Maeda","Japanese, 1904–1990","Japanese","Male","1904","1990","",""
"3209","Béla Kondor","Hungarian, 1931–1972","Hungarian","Male","1931","1972","",""
"8632","Times Wide World Photos","American, active 1919–1941","American","","1919","1941","",""
"46152","Ignacio Petchersky","Argentine","Argentine","Male","0","0","",""
"3465","Lehner & Mader","","","","0","0","",""
"987","Carlo Carrà","Italian, 1881–1966","Italian","Male","1881","1966","Q168496","500008934.0"
"3749","Conrad Marca-Relli","American, 1913–2000","American","Male","1913","2000","Q472846","500020522.0"
"2359","Walter Gropius","German, 1883–1969","German","Male","1883","1969","Q61071","500028112.0"
"925","Kenneth Callahan","American, 1905–1986","American","Male","1905","1986","Q6389939","500019403.0"
"33825","Aleksandra Mir","American and Swedish, born Poland 1967","American","Female","1967","0","Q4715577","500122540.0"
"3817","Raymond Mason","British, 1922–2010","British","Male","1922","2010","Q2419717","500032748.0"
"907","Cadavre Exquis","French","French","","0","0","",""
"6967","Kisho Kurokawa","Japanese, 1934–2007","Japanese","Male","1934","2007","Q358502","500026365.0"
"12101","Niele Toroni","Swiss, born 1937","Swiss","Male","1937","0","Q556530","500053946.0"
"1854","Agustín Fernández","Cuban, 1928–2006","Cuban","Male","1928","2006","",""
"6618","Robert Andrew Parker","American, born 1927","American","Male","1927","0","","500095281.0"
"6220","John Walker","British, born 1939","British","Male","1939","0","Q324571","500022965.0"
"1276","Lucien Coutaud","French, 1905–1977","French","Male","1905","1977","",""
"48584","Sondra Perry","American, born 1986","American","Female","1986","0","",""
"49699","Pamela Rosenkranz","Swiss, born 1979","Swiss","Female","1979","0","",""
"5180","Raymond Saunders","American, born 1934","American","Male","1934","0","Q7299135","500028910.0"
"43702","Nicolás Paris","Colombian, born 1977","Colombian","Male","1977","0","",""
"2574","Maria Hees","Dutch, born 1948","Dutch","Female","1948","0","",""
"3176","Robert Kobayashi","American, 1925-2015","American","Male","1925","2015","",""
"22564","Teppo Asikainen","Finnish, born 1968","Finnish","Male","1968","0","",""
"68163","Darko Marušić","Serbian, born 1940","Serbian","Male","1940","0","",""
"37306","Edit deAk","American, born Hungary (1948–2017)","American","Female","1948","2017","",""
"3697","Aristide Maillol","French, 1861–1944","French","Male","1861","1944","Q153920","500001596.0"
"4209","Naoto Nakagawa","Japanese, born 1944","Japanese","Male","1944","0","",""
"27641","GE Aircraft Engines","American, founded 1942","American","","1942","0","",""
"68343","Svetlana Kana Radević","1937–2000","","","1937","2000","",""
"3167","Christopher Knowles","American, born 1959","American","Male","1959","0","Q5112684","500006837.0"
"1441","Filippo De Pisis","Italian, 1896–1956","Italian","Male","1896","1956","Q661473","500026623.0"
"47578","Patterson Beckwith","American, born 1972","American","Male","1972","0","",""
"47261","John ""Teflon"" Sims","British, born 1950","British","Male","1950","0","",""
"6000","Shoji Ueda","Japanese, 1913–2000","Japanese","Male","1913","2000","Q3107892",""
"11621","Tapio Salmelainen","Finnish, born 1941","Finnish","Male","1941","0","",""
"38052","Laurence Bradshaw","British, 1899–1978","British","Male","1899","1978","",""
"10819","Lamson & Goodnow, Shellberg Falls, MA","American, established 1837","American","","1837","0","",""
"74153","Elizaveta Lavinskaia","Russian, 1901–1950","Russian","","1901","1950","",""
"11077","Swedlow Aeroplastics Corp.","","","","0","0","",""
"5267","John Schott","American, born 1944","American","Male","1944","0","",""
"686","Sándor (Alexander) Bortnyik","Hungarian, 1893–1976","Hungarian","Male","1893","1976","Q562814","500026527.0"
"3121","R. B. Kitaj","American, 1932–2007","American","Male","1932","2007","Q569505","500007852.0"
"9633","Yamaha Corporation, Hamamatsu, Japan","est. 1887","","","1887","0","",""
"31056","Ingeborg Strobl","Austrian, born 1949","Austrian","Female","1949","0","",""
"249","Frances Avery","American, born Canada. 1910–2006","American","Female","1910","2006","",""
"2615","Georg Herold","German, born 1947","German","Male","1947","0","",""
"23526","Boeslav Tsybys","","","Male","0","0","",""
"25577","Robert Beck","American, born 1959","American","Male","1959","0","",""
"1920","Thomas Florschuetz","German, born 1957","German","Male","1957","0","Q2423904","500331348.0"
"13434","Moisei Levin","","","Male","0","0","",""
"36500","Robert Mallet-Stevens","French, 1886–1945","French","Male","1886","1945","Q1000203","500023949.0"
"38009","Betsy Damon","American, born 1940","American","Female","1940","0","",""
"67784","Elizabeth Shaw","","American","Female","1921","2003","",""
"9389","Kandya, England","","","","0","0","",""
"30988","Leonore Mau","German, born 1916","German","Female","1916","0","",""
"37","Jules Aarons","American, 1921–2008","American","Male","1921","2008","",""
"6759","Robert Hedrick","Nationality unknown","Nationality unknown","Male","0","0","",""
"35485","Doug Hall","American, born 1944","American","Male","1944","0","",""
"74820","Ridykeulous","","","","0","0","",""
"7428","José Bedia","Cuban, born 1959","Cuban","Male","1959","0","",""
"3508","Josef Levi","American, born 1938","American","Male","1938","0","",""
"46213","Eric Rosenbaum","American, born 1979","American","Male","1979","0","",""
"31036","Rudolf Schmitz","German","German","","0","0","",""
"855","Bernard Buffet","French, 1928–1999","French","Male","1928","1999","Q365304","500013970.0"
"6852","Willi Titze","German, 1890–1979","German","Male","1890","1979","",""
"392","Willi Baumeister","German, 1889–1955","German","Male","1889","1955","Q707911","500022627.0"
"3949","Erno Metzner","German","German","Male","0","0","Q1176368",""
"27028","Dixie Paper Cup Company; now Georgia-Pacific Corporation, USA","","","","0","0","",""
"2924","Clifton Johnson","American, 1865–1940","American","Male","1865","1940","",""
"34418","Louis-Jacques-Mandé Daguerre","French, 1787–1851","French","Male","1787","1851","Q131405","500022993.0"
"4972","Dorothea Rockburne","American, born Canada 1932","American","Female","1932","0","Q1246260","500017012.0"
"6939","Michael Zimmerman","American, born 1956","American","Male","1956","0","",""
"5455","Mario Sironi","Italian, 1885–1961","Italian","Male","1885","1961","Q643778","500012403.0"
"492","Charles Berger","American, born 1943","American","Male","1943","0","",""
"1832","Lyonel Feininger","American, 1871–1956","American","Male","1871","1956","Q158255","500115308.0"
"4314","Costantino Nivola","Italian, American, 1911–1988","American","Male","1911","1988","Q1136448","500084110.0"
"5060","Riba Rovira","Spanish","Spanish","Female","0","0","",""
"5783","Rikio Takahashi","Japanese, 1917–1999","Japanese","Male","1917","1999","",""
"2609","Erik Herløw","Danish, 1913–1991","Danish","Male","1913","1991","",""
"34884","Norman Cohn","Canadian, born 1946","Canadian","Male","1946","0","",""
"3011","Barbara Kasten","American, born 1936","American","Female","1936","0","",""
"46844","The Command All-Stars","","","","0","0","",""
"8104","Charles Zimmerman","born 1942","","Male","1942","0","",""
"22830","Christophe Cornubert","American, born 1963","American","Male","1963","0","",""
"6125","Vladimir Velickovic","Yugoslav, born 1935","Yugoslav","Male","1935","0","",""
"4736","Zigmunds Priede","American, born 1935","American","Male","1935","0","",""
"45516","Franco Rossi","Italian, 1919–2000","Italian","Male","1919","2000","",""
"7247","Paulus van Leeuwen","Dutch, born 1955","Dutch","Male","1955","0","",""
"26680","Jakob Schläpfer AG, St.Gallen","","","","0","0","",""
"9000","Nuutajärvi Glass Works, Wärtsilä, Finland","est. 1793","Finnish","","1793","0","",""
"5629","Michael Steiner","American, born 1942","American","Male","1942","0","",""
"35288","Joachim Koester","Danish, born 1962","Danish","Male","1962","0","",""
"1970","Huguette Franco","French, born 1944","French","Female","1944","0","",""
"11118","Rochelt Design, Ulm, Germany","","","","0","0","",""
"6044","Kaworu Usui","Japanese","Japanese","Male","0","0","",""
"8532","Fehim Demir/Agence France-Presse","Bosnian, born 1959","Bosnian","Male","1959","0","",""
"36206","H. William Tupper","American, 1846–1911","American","Male","1846","1911","",""
"9038","Cristalleria Nason e Moretti, Venezia-Murano, Italy","","","","0","0","",""
"2349","Juan Gris","Spanish, 1887–1927","Spanish","Male","1887","1927","Q151152","500015362.0"
"22836","Gro Bonesmo","Norwegian, born 1963","Norwegian","Female","1963","0","",""
"38212","Nhlanhla Xaba","South African, born 1960","South African","Male","1960","0","",""
"35552","Liang Yue","Chinese, born 1979","Chinese","Female","1979","0","",""
"34027","Guyton\Walker","American","American","Male","0","0","",""
"2158","Eric Gill","British, 1882–1940","British","Male","1882","1940","Q551426","500025465.0"
"2898","Marcel Jean","French, 1900–1993","French","Male","1900","1993","Q3289050","500022344.0"
"39331","Charles Harry Jones","British, 1866–1959","British","Male","1866","1959","",""
"31049","Isa Stech","","","","0","0","",""
"44496","Vivienne Westwood","British, born 1941","British","Female","1941","0","",""
"5182","C. R. Savage","American, born England. 1832–1909","American","Male","1832","1909","Q11723097","500005101.0"
"46493","Michael Hodgson","British","British","Male","0","0","",""
"6070","Ed van Der Elsken","Dutch, 1925–1990","Dutch","Male","1925","1990","",""
"67366","Frank Majore","American, born 1948","American","Male","1948","0","",""
"2956","Joan Junyer","American, born Spain. 1904–1994","American","Male","1904","1994","",""
"33113","Studio Libertiny","The Netherlands, est. 2006","","","2006","0","",""
"9311","Svenska Artek, Hedemora, Sweden","","","","0","0","",""
"6393","David Wing","American, born 1947","American","Male","1947","0","",""
"3382","Charles Lapierre","French","French","","0","0","",""
"39277","Edith M. Barber","","","Female","0","0","",""
"1170","Sue Coe","British and American, born 1951","British","Female","1951","0","Q7634046","500005739.0"
"49598","German Lorca","Brazilian, born 1922","Brazilian","Male","1922","0","",""
"48084","Unknown Designer","Puerto Rican","Puerto Rican","","0","0","",""
"546","Pamela Bianco","American, born England. 1906–1994","American","Female","1906","1994","",""
"26271","Vladimir Borissovitch Yankilevsky","Russian, born 1938","Russian","","1938","0","",""
"35473","Danièle Nyst","Belgian, 1942–1998","Belgian","Female","1942","1998","Q19964294",""
"2623","Eva Hesse","American, born Germany. 1936–1970","American","Female","1936","1970","Q215457","500026528.0"
"791","Stephen Brody","American, born 1926","American","Male","1926","0","",""
"4123","Charles William Moss","American, born 1923","American","Male","1923","0","",""
"36619","Tomas Saraceno","Argentine, born 1973","Argentine","Male","1973","0","",""
"26128","Adolf Gustav Friedrich Schneck","German, 1883–1971","German","Male","1883","1971","Q361963","500010611.0"
"31070","Lois Weinberger","","","Female","0","0","",""
"23851","N. Borovkov","","","","0","0","",""
"7092","Day Gleeson","American, born 1948","American","Male","1948","0","",""
"35455","Bob Snyder","American","American","Male","0","0","",""
"5092","Deane Russell","Canadian","Canadian","Male","0","0","",""
"9988","Porzellanfabrik, Schoenwald, Germany","","","","0","0","",""
"35630","Tim Hope","","","Male","0","0","",""
"3329","Jean-Emile Laboureur","French, 1887–1943","French","Male","1887","1943","",""
"3220","Georg Koppmann","German, 1842–1909","German","Male","1842","1909","Q1233952","500040732.0"
"2837","Arata Isozaki","Japanese, born 1931","Japanese","Male","1931","0","Q317135","500024090.0"
"41201","Arthur Goetz","German, 1885–","German","Male","1885","0","",""
"1878","Ian Hamilton Finlay","British, 1925–2006","British","Male","1925","2006","Q567547","500023934.0"
"42309","Jimenez Lai","Canadian, born Taiwan 1979","Canadian","Male","1979","0","",""
"74400","Aurèlia Muñoz","Spanish, 1926–2011","Spanish","Female","1926","2011","",""
"5536","Ettore Sottsass","Italian, born Austria. 1917–2007","Italian","Male","1917","2007","Q78885","500019835.0"
"30848","Hüseyin Bahri Alptekin","Turkish, 1957–2007","Turkish","Male","1957","2007","",""
"10133","Goodell Co., Antrim, NH","","American","","0","0","",""
"200","Richard Anuszkiewicz","American, 1930-2020","American","Male","1930","2020","Q558505","500025580.0"
"46790","Richard Polak","","","Male","0","0","",""
"35503","Ellen Spiro","American, born 1964","American","Female","1964","0","",""
"34557","Gilberto Corretti","Italian, born 1941","Italian","","1941","0","",""
"32273","John Huston","American, 1906–1987","American","Male","1906","1987","",""
"6194","Édouard Vuillard","French, 1868–1940","French","Male","1868","1940","Q239394","500014954.0"
"46315","Keiji Uematsu","Japanese, born 1947","Japanese","Male","1947","0","",""
"30166","Jeremy Deller","British, born 1966","British","Male","1966","0","",""
"9740","Maison B. Bottet Père, Lyon","","","","0","0","",""
"5018","David Rose","Australian, born 1936","Australian","Male","1936","0","",""
"265","Alice Baber","American, 1928–1982","American","Female","1928","1982","",""
"636","Theodor Bogler","German, 1897–1968","German","Male","1897","1968","Q2417367",""
"131958","Tsuruko Yamazaki","Japanese, 1925–2019","Japanese","Female","1925","2019","",""
"30493","Wilson A. Bentley","American, 1865–1931","American","Male","1865","1931","Q218471","500088866.0"
"69827","Brian O'Doherty","Irish, born 1928","Irish","Male","1928","0","",""
"1672","Ray Eames","American, 1912–1988","American","Female","1912","1988","Q380404","500027192.0"
"35733","German Bobe","Chilean, born 1963","Chilean","Male","1963","0","",""
"45926","David Tudor","American, 1926–1996","American","Male","1926","1996","",""
"6768","Wolfgang Schlick","German","German","Male","0","0","",""
"814","Byron Browne","American, 1907–1961","American","Male","1907","1961","",""
"5895","Shomei Tomatsu","Japanese, 1930–2012","Japanese","Male","1930","2012","Q1373158","500122217.0"
"9141","Terraillon S.R.L., Italy","","","","0","0","",""
"22713","James Rosen","","","Male","0","0","",""
"6256","Yoshio Watanabe","Japanese, 1907-2000","Japanese","Male","1907","2000","",""
"38638","William A. Fraser","","","Male","0","0","",""
"36957","Karlheinz Stockhausen","German, 1938–2007","German","Male","1938","2007","",""
"35145","Josephine Meckseper","German, born 1964","German","Female","1964","0","Q92498","500126087.0"
"6849","Karl Opfermann","German, 1891–1960","German","Male","1891","1960","",""
"3677","Alen MacWeeney","American, born 1939","American","Male","1939","0","",""
"22663","Carel Blazer","","","Female","0","0","Q1905558","500349350.0"
"3394","Jacques-Henri Lartigue","French, 1894–1986","French","Male","1894","1986","Q382329","500023491.0"
"6200","Ludwig Wachlmeier (or Aloys Ludwig Wach)","Austrian, 1892–1940","Austrian","Male","1892","1940","",""
"1257","Jean Cortot","French, born 1925","French","Male","1925","0","",""
"69650","Franciska Clausen","Danish, 1899–1986","Danish","Female","1899","1986","",""
"4277","Richard Neutra","American, born Austria. 1892–1970","American","Male","1892","1970","Q84312","500017837.0"
"1812","Arthur Fauser","German, born 1911","German","Male","1911","0","",""
"37983","Viktor Weixler","Austrian, 1883–1977","Austrian","Male","1883","1977","",""
"7330","Yvonne Delattre","Swiss","Swiss","Female","0","0","",""
"22504","Design Unit New York, New York, NY","","","","0","0","",""
"2316","Sante Graziani","American, born 1920","American","Male","1920","0","",""
"6187","John Von Wicht","American, 1888–1970","American","Male","1888","1970","",""
"2142","Augusto Giacometti","Swiss, 1877–1947","Swiss","Male","1877","1947","Q671236","500021952.0"
"28941","IDSland","France, est. 2000","French","","2000","0","",""
"42742","Misas","","","","0","0","",""
"3120","Shozo Kitadai","Japanese, 1921–2001","Japanese","Male","1921","2001","Q7506250","500125474.0"
"1145","Francesco Clemente","Italian, born 1952","Italian","Male","1952","0","Q698667","500116236.0"
"5272","Gotthard Schuh","Swiss, 1897–1969","Swiss","Male","1897","1969","Q1539623","500078745.0"
"48011","Mario Gallardo","Cuban","Cuban","Male","0","0","",""
"3532","Ernst Van Leyden","American, 1892–1969","American","Male","1892","1969","",""
"49696","Roger Higgins","American","American","","0","0","",""
"47850","Peter Gordon","","","Male","0","0","",""
"4754","Jean Pougny (Ivan Puni)","Russian, born Finland. 1892–1956","Russian","Male","1892","1956","Q705062","500007558.0"
"26838","Hugo Dreyfuss","","","Male","0","0","",""
"28050","Tomoko Sawada","Japanese, born 1977","Japanese","Female","1977","0","Q1647382","500340877.0"
"6806","Dan Dailey","American, born 1947","American","Male","1947","0","",""
"5836","Edmund Teske","American, 1911-1996","American","Male","1911","1996","Q5339857","500029239.0"
"7012","Esther Parada","American, 1938–2005","American","Female","1938","2005","",""
"26444","Cedric Buchet","Danish and French, born France 1974","Danish","Male","1974","0","",""
"6434","Helena (Mie Yuan Wong) Wong","Brazilian, 1938–1990","Brazilian","Female","1938","1990","",""
"113","Leopoldo and Guiseppe Alinari","Italian","Italian","","0","0","",""
"46635","Giorgio Olivero","Italian, born 1975","Italian","Male","1975","0","",""
"6409","Tapio Wirkkala","Finnish, 1915–1985","Finnish","Male","1915","1985","Q550411","500097462.0"
"782","L. N. Britton","American, 1858–1934","American","","1858","1934","",""
"42279","Shane McGowan","","","Male","0","0","",""
"28514","ECCLES","China","Chinese","","0","0","",""
"28742","Paulina Olowska","Polish, born 1976","Polish","Female","1976","0","Q4333963","500353435.0"
"2464","Marshall Hall","American","American","Male","0","0","",""
"48183","Dirk Paesmans","Belgian, born 1965","Belgian","Male","1965","0","",""
"44334","Mark Morrisroe","American, 1959–1989","American","Male","1959","1989","",""
"203","Karel Appel","Dutch, 1921–2006","Dutch","Male","1921","2006","Q152793","500030857.0"
"24648","Pavel Zal’tsman","","","Male","0","0","",""
"6426","Marion Post Wolcott","American, 1910–1990","American","Female","1910","1990","Q436687","500002522.0"
"46345","Kenny Scharf","American, born 1958","American","","1958","0","",""
"39045","Franziska Krammel","","","Female","0","0","",""
"5205","Edwin Scharff","German, 1887–1955","German","Male","1887","1955","",""
"1284","Jan Cox","Belgian, 1919–1980","Belgian","Male","1919","1980","Q2173397","500001859.0"
"2395","José Guerrero","American, 1914–1991","American","Male","1914","1991","",""
"2952","Bishin Jumonji","Japanese, born 1947","Japanese","Male","1947","0","Q2904676","500341387.0"
"41670","unknown, commercially printed","","","","0","0","",""
"7711","Jerry Schatzberg","American, born 1927","American","Male","1927","0","Q935852","500342972.0"
"42017","Mike Nichols","American, born Germany 1931","American","Male","1931","0","",""
"10973","LSI Logic Corporation, Milpitas, CA","American, established 1981","American","","1981","0","",""
"2014","Elisabeth Frink","British, 1930–1993","British","Female","1930","1993","Q2575649","500032694.0"
"4830","Josef Raynefeld","Polish, 1913–1940","Polish","Male","1913","1940","",""
"47648","Richard ""Dickie"" Landry","","","","0","0","",""
"28628","Tim Gardner","Canadian, born United States 1973","Canadian","Male","1973","0","",""
"5260","Georg Scholz","German, 1890–1945","German","Male","1890","1945","Q536216","500018947.0"
"29741","Issey Miyake, Inc., Tokyo, Japan","founded 1970","","","1970","0","",""
"4516","Leonid Pasternak","Russian","Russian","Male","0","0","",""
"24881","George Mejat / Movietone News / Twentieth Century Fox","","","","0","0","",""
"34834","David Mallet","","","Male","0","0","",""
"3665","Greg MacGregor","American","American","Male","0","0","",""
"46325","James Richards","British, born 1983","British","Male","1983","0","",""
"6605","Tadeusz Trepkowski","Polish, 1914–1954","Polish","Male","1914","1954","Q1120451",""
"852","Budry","Greek","Greek","","0","0","",""
"6430","Wolfsberg","German","German","","0","0","",""
"4767","Harvey Quaytman","American, 1937–2002","American","Male","1937","2002","",""
"28685","David Korty","American, born 1971","American","Male","1971","0","",""
"7044","Junichi Arai","Japanese, 1932–2017","Japanese","Male","1932","2017","",""
"46581","Kevin Beasley","American, born 1985","American","Male","1985","0","",""
"8579","Medem Photo Service","Nationality unknown","Nationality unknown","","0","0","",""
"4402","Arthur Ollman","American, born 1947","American","Male","1947","0","",""
"26097","Kim Young Jin","Korean, born 1965","Korean","Male","1965","0","",""
"38425","Gardens Media Group, Cape Town","","","","0","0","",""
"4705","Candido Portinari","Brazilian, 1903–1962","Brazilian","Male","1903","1962","Q319532","500022426.0"
"2799","Kyo Ikebe","Japanese","Japanese","Male","0","0","",""
"5243","José Manuel Schmill","Mexican","Mexican","Male","0","0","",""
"70016","Ketaki Sheth","Indian, born 1957","Indian","Female","1957","0","",""
"24658","S.A. Loevy, Berlin, Germany","","","","0","0","",""
"2900","Jeff (Jeff Russell)","American, born 1942","American","Male","1942","0","",""
"1085","Santos Chávez","Chilean, 1934–2001","Chilean","Male","1934","2001","",""
"41953","Randy Tuten","American, born 1946","American","Male","1946","0","",""
"8146","Sophie Alex","German, born 1967","German","Female","1967","0","",""
"4597","Bernard Pfriem","American, 1916–1996","American","Male","1916","1996","Q2898425","500005499.0"
"43357","Paulo Bruscky","Brazilian, born 1949","Brazilian","Male","1949","0","",""
"4301","Palle Nielson","Danish, 1920–2005","Danish","Male","1920","2005","",""
"4403","Barbara Olmsted","American, 1915–2013","American","Female","1915","2013","",""
"35583","Nestor Olhagaray","Chilean, born 1946","Chilean","Male","1946","0","",""
"5016","James Rosati","American, 1912–1988","American","Male","1912","1988","Q6142414",""
"4370","Isidoro Ocampo","Mexican, 1910–1983","Mexican","Male","1910","1983","",""
"4396","Serge Oldenbourg","French, 1927–2000","French","Male","1927","2000","",""
"1047","Perez Celis","Argentine","Argentine","Male","0","0","",""
"10829","Friedrich Herder A.G., Solingen, Germany","","","","0","0","",""
"35343","Atelier E.B","British, founded 2007","British","","2007","0","",""
"41868","Gene Saks","American, born 1921","American","Male","1921","0","",""
"6312","Wilhelm Wenk","German","German","Male","0","0","",""
"8260","Doug Aitken","American, born 1968","American","Male","1968","0","Q2419774","500114566.0"
"941","Antonia Campi","Italian, born 1921","Italian","Female","1921","0","",""
"74809","Dmitry Ivanov","Russian, born 1962","Russian","Male","1962","0","",""
"43916","José Antonio Attolini Lack","Mexican, 1931–2012","Mexican","Male","1931","2012","",""
"4050","Guido Molinari","Canadian, 1933–2004","Canadian","Male","1933","2004","Q320422","500033033.0"
"9751","Race Furniture Ltd., Sheerness, England","","","","0","0","",""
"727","Angel Bracho","Mexican, 1911–2005","Mexican","Male","1911","2005","",""
"7240","Robert J. King","American, born 1917","American","Male","1917","0","",""
"5020","Walter Rosenblum","American, 1919–2006","American","Male","1919","2006","",""
"39621","Lidy Prati","Argentine, 1921–2008","Argentine","Female","1921","2008","Q18211290","500331720.0"
"5992","Richard Tyler","American","American","Male","0","0","",""
"5826","Karel Teige","Czech (born Bohemia), 1900–1951","Czech","Male","1900","1951","Q1377687","500001148.0"
"3624","Thomas Lüchinger","Swiss, born 1953","Swiss","Male","1953","0","",""
"4624","Mick Pilcher","British","British","Male","0","0","",""
