"ConstituentID","DisplayName","ArtistBio","Nationality","Gender","BeginDate","EndDate","Wiki QID","ULAN"
"2694","Josef Hoffmann","Austrian, 1870–1956","Austrian","Male","1870","1956","Q84250","500019177.0"
"7346","Astrid Sampe","Swedish, 1909–2002","Swedish","Female","1909","2002","Q430667",""
"5","Per Arnoldi","Danish, born 1941","Danish","Male","1941","0","",""
"43277","Richard Maxfield","American, 1927–1969","American","Male","1927","1969","",""
"2621","Albert Herter","American, 1871–1950","American","Male","1871","1950","Q556534","500024105.0"
"38042","Spike Jones","","","","0","0","",""
"1777","Walker Evans","American, 1903–1975","American","Male","1903","1975","Q363308","500012076.0"
"1211","William Congdon","American, 1912–1998","American","Male","1912","1998","Q4019969","500031033.0"
"4631","Eugène Piot","French, 1821–1891","French","Male","1821","1891","",""
"48748","Julio César Morales","Mexican, born 1966","Mexican","Male","1966","0","",""
"27776","Jackie Piper","American, born UK 1968","American","","1968","0","",""
"49819","Christian Hasucha","German, born 1955","German","","1955","0","",""
"7091","Dennis Thomas","American, born 1955","American","Male","1955","0","",""
"10026","Rudolf Held, Schelklingen, Germany","","","Male","0","0","",""
"9266","Lomonosov Porcelain Factory, Leningrad (now St. Petersburg)","","","","0","0","",""
"1644","Francis Dufrêne","Nationality unknown","Nationality unknown","Male","0","0","",""
"6278","Josiah Wedgwood","British, 1730–1795","British","Male","1730","1795","Q319331","500062605.0"
"35638","Vincent Carelli","Brazilian, born France 1953","Brazilian","Male","1953","0","",""
"5166","Sarkis (Sarkis Zabunyan)","French, born 1938","French","Male","1938","0","",""
"30853","Fareed Armaly","Lebanese–Palestinian, born USA 1957","American","Male","1957","0","",""
"1625","Sally Hazelet Drummond","American, born 1924","American","Female","1924","0","",""
"8197","Shahzia Sikander","Pakistani, born 1969","Pakistani","Female","1969","0","Q7462372","500114748.0"
"5581","J. Allen St. John","American, 1872–1957","American","Male","1872","1957","",""
"69857","Jean Chopin","","","Female","0","0","",""
"157","Stephen Ancona","American, born 1932","American","Male","1932","0","",""
"22528","ERCO Leuchten KG, Germany","","","","0","0","",""
"9391","Svenskt Tenn, Stockholm","","","","0","0","",""
"29518","Douglas Schein","American, born 1973","American","Male","1973","0","",""
"27980","EMBT Miralles Tagliabue Arquitectes Associats, Barcelona","founded 1992","","","1992","0","",""
"5782","Takahama Kazuhide","Japanese, born 1930","Japanese","Male","1930","0","",""
"33388","Paulo Mendes da Rocha","Brazilian, born 1928","Brazilian","Male","1928","0","",""
"6006","Umbo (Otto Umbehr)","German, 1902–1980","German","Male","1902","1980","Q68231","500000027.0"
"28322","Laerdal Medical Corporation","USA, est. 1967","American","","1967","0","",""
"35866","Matteo Bazzicalupo","Italian, born 1966","Italian","Male","1966","0","",""
"48598","Amerigo Marras","","","","0","0","",""
"69893","John Sharkey","","","Male","0","0","",""
"7609","Steven Holl Architects","American, founded 1976","American","","1976","0","",""
"1952","Christian Fossier","French, 1943–2013","French","Male","1943","2013","",""
"32101","Lacloche Gallery","","","","0","0","",""
"7669","Calvert Richard Jones","British, 1802–1877","British","Male","1802","1877","",""
"7490","Kcho (Alexis Leyva Machado)","Cuban, born 1970","Cuban","Male","1970","0","Q1737637","500124632.0"
"3284","Rudolf Kügler","German, 1921–2013","German","Male","1921","2013","",""
"30219","Nicolas Lampert","American, born 1969","American","Male","1969","0","",""
"4913","James Riddle","American, born 1933","American","Male","1933","0","",""
"3004","Wolf Karnagel","German, born 1940","German","Male","1940","0","",""
"2853","Izis","French, 1911–1980","French","Male","1911","1980","Q377537","500083464.0"
"1333","Ben Cunningham (Benjamin Frazier Cunningham)","American, 1904–1975","American","Male","1904","1975","",""
"5851","Monsieur Thiebault","French","French","Male","0","0","",""
"3745","Robert Mapplethorpe","American, 1946–1989","American","Male","1946","1989","Q312786","500090430.0"
"541","Art Bevacqua","Nationality unknown","Nationality unknown","Male","0","0","",""
"2969","Leopold von Kalckreuth","German, 1855–1928","German","Male","1855","1928","",""
"4741","Richard Prince","American, born 1949","American","Male","1949","0","Q661520","500011137.0"
"28944","SQUINT/OPERA, London, England","founded 2002","","","2002","0","",""
"39639","Robert De Boeck","1944–1999","","Male","1944","1999","",""
"25965","Sandra Ramos","Cuban, born 1969","Cuban","Female","1969","0","",""
"3466","Leonard Lehrer","American, born 1935","American","Male","1935","0","",""
"1185","Paul Colin","French, 1892–1985","French","Male","1892","1985","Q555505","500004506.0"
"5593","Carl-Harry Stålhane","Swedish, 1920–1990","Swedish","Male","1920","1990","",""
"2678","David Hockney","British, born 1937","British","Male","1937","0","Q159907","500017273.0"
"652","Camille Bombois","French, 1883–1970","French","Male","1883","1970","Q683264","500024562.0"
"74915","Students of the Santiago Experimental School (Escuela Experimental de Santiago)","Santiago, Chile","Chilean","","0","0","",""
"7542","Helen Chadwick","British, 1953–1996","British","Female","1953","1996","Q5702008","500005588.0"
"1549","Dinora (Doudtchitsky)","Chilean, 1914–2004","Chilean","Female","1914","2004","",""
"4126","Robert Motherwell","American, 1915–1991","American","Male","1915","1991","Q165275","500016415.0"
"8539","Berlin Foto Senneke","","","","0","0","",""
"46882","Bruce Fier","","","","0","0","",""
"5833","Teratani Keijiro","Japanese","Japanese","Male","0","0","",""
"6322","H. C. Westermann","American, 1922–1981","American","Male","1922","1981","Q1553678","500022770.0"
"3394","Jacques-Henri Lartigue","French, 1894–1986","French","Male","1894","1986","Q382329","500023491.0"
"28206","Dorota Jurczak","Polish, born 1978","Polish","Female","1978","0","",""
"7904","Henri-Victor Regnault","French, 1810–1878","French","Male","1810","1878","Q311115","500002390.0"
"28168","Lionel Theodore Dean","British, born 1962","British","Male","1962","0","",""
"5899","Tontsere","Spanish","Spanish","","0","0","",""
"11223","Mourlot, Paris","","","","0","0","",""
"24706","Matteo Ragni","Italian, born 1972","Italian","Male","1972","0","",""
"28651","Debra Hampton","American, born 1971","American","Female","1971","0","",""
"47458","Sarah Grilo","Argentine, 1919–2007","Argentine","Female","1919","2007","",""
"9529","Chas. D. Briddell, Inc., Crisfield, MD","","","","0","0","",""
"42639","Daniel Baranowsky","American, born 1984","American","Male","1984","0","",""
"430","Francis Bedford","British, 1816–1894","British","Male","1816","1894","Q3504712","500023245.0"
"32989","Tisch School of the Arts","est. 1965","American","","1965","0","",""
"48611","Oldřich Menhart","Czech, 1897–1962","Czech","Male","1897","1962","",""
"3078","Bhupen P. Khakhar","Indian, 1934–2003","Indian","Male","1934","2003","",""
"48596","The Diodes","Canadian","","","0","0","",""
"37616","Ragnar Kjartansson","Icelandic, born 1976","Icelandic","Male","1976","0","",""
"36781","Grete Stern","Argentine, born Germany. 1904–1999","Argentine","Female","1904","1999","Q215618","500032972.0"
"7844","Katy Schimert","American, born 1963","American","Female","1963","0","",""
"47801","Carl Stone","American, born 1953","","","0","0","",""
"6408","Terry Winters","American, born 1949","American","Male","1949","0","Q2405815","500000039.0"
"42480","David Arnoff","British, born 1951","British","Male","1951","0","",""
"34460","Svetlana Alpers","American, born 1936","American","Female","1936","0","Q449499",""
"34062","Frederick Wiseman","American, born 1930","American","Male","1930","0","",""
"49963","Bogdan Splinder","born 1940","","","1940","0","",""
"37941","Geir Eide","Norwegian, born 1963","Norwegian","","1963","0","",""
"44956","Frederick Cooper Llosa","Peruvian, born 1939","Peruvian","Male","1939","0","",""
"27990","Leatherman Tool Group, Inc.","USA, est. 1983","American","","1983","0","",""
"3124","Jóhannes Sveinsson Kjarval","Icelandic, 1885–1972","Icelandic","Male","1885","1972","Q1364913","500056079.0"
"2204","Henri Goetz","French, 1909–1989","French","Male","1909","1989","",""
"131","Giacchino Altobelli","Italian, born 1814","Italian","Male","1814","0","",""
"43516","Luc Sante","American, born Belgium, born 1954","American","Male","1954","0","",""
"36471","Alison Knowles","American, born 1933","American","Female","1933","0","Q243078","500069909.0"
"10599","Eschenbach Optik Nürnberg, Germany","","","","0","0","",""
"9255","Staatliche Porzellan-Manufaktur, Berlin (now Konigliche Porzellan-Manufaktur)","","","","0","0","",""
"8458","Godtfred Kirk Christiansen","Danish, 1920–1995","Danish","Male","1920","1995","Q2351641",""
"2596","Frederick H. K. Henrion","British, 1914–1990","British","Male","1914","1990","Q7900618","500225125.0"
"4557","Rossini Perez","Brazilian","Brazilian","Male","0","0","",""
"2686","Karl Hofer","German, 1878–1955","German","Male","1878","1955","Q62249","500015138.0"
"9846","Swedese Mobler AB, Sweden","","","","0","0","",""
"41954","Mick Haggerty","American","American","Male","0","0","",""
"3122","Fumio Kitaoka","Japanese, 1918–2007","Japanese","Male","1918","2007","",""
"5914","Hugh Townley","American, 1923–2008","American","Male","1923","2008","",""
"1868","Rainer Fetting","German, born 1949","German","Male","1949","0","Q325900","500053928.0"
"1388","Hanne Darboven","German, 1941–2009","German","Female","1941","2009","Q443732","500053940.0"
"1098","Miriam Chiaverini","Brazilian","Brazilian","Female","0","0","",""
"6661","Émile Berchmans","Belgian, 1867–1947","Belgian","Male","1867","1947","",""
"6731","Herzl Emanuel","American, 1914–2002","American","Male","1914","2002","",""
"8393","Hans Hartmann","Swiss, born 1913","Swiss","Male","1913","0","",""
"37577","Ranjani Shettar","Indian, born 1977","Indian","Female","1977","0","",""
"7862","Heikkinen Komonen Architects","Finnish, est. 1974","Finnish","","1974","0","",""
"48768","David Zahle","","","Male","0","0","",""
"28093","UNICEF United Nations Children's Fund","est. 1946","","","1946","0","",""
"30770","Anton Kannemeyer","South African, born 1967","South African","Male","1967","0","",""
"1579","Oscar Domínguez","French, born Spain. 1906–1957","French","Male","1906","1957","Q293314","500007847.0"
"27963","RedStart Design, LLC","USA, est. 2004","American","","2004","0","",""
"6041","Demetrio Urruchúa","Argentine, 1902–1978","Argentine","Male","1902","1978","",""
"7967","Chris Ofili","British, born 1968","British","Male","1968","0","Q1077608","500057423.0"
"5877","Sidney Tillim","American, 1925–2001","American","Male","1925","2001","",""
"4943","Manuel Rivera","Spanish, 1927–1994","Spanish","Male","1927","1994","",""
"8562","International Newsreel","","","","0","0","",""
"1013","Felice Casorati","Italian, 1883–1963","Italian","Male","1883","1963","Q574616","500021131.0"
"3533","Léon Lhermitte","French, 1844–1925","French","Male","1844","1925","",""
"1160","Stanley T. Clough","American","American","Male","0","0","",""
"31034","Hubert Schmalix","Austrian, born 1952","Austrian","Male","1952","0","Q1633392","500170314.0"
"1283","George C. Cox","American, 1851–1902","American","Male","1851","1902","Q3760455",""
"10519","Desny, Paris","","French","","0","0","",""
"3800","Maria Martinez","American, 1887–1980","American","Female","1887","1980","Q2660929","500127102.0"
"3161","Ernest Knee","American, 1917–1983","American","Male","1917","1983","",""
"32726","Montis b.v., the Netherlands","est. 1975","","","1975","0","",""
"48390","Jiri Georg Dokoupil","Czech, born 1954","Czech","","1954","0","",""
"19163","Michael Krebber","German, born 1954","German","Male","1954","0","",""
"47303","Tom Hingston","British","British","Male","0","0","",""
"44060","Jesús Tenreiro-Degwitz","Venezuelan, 1936–2007","Venezuelan","Male","1936","2007","",""
"5487","Kimber Smith","American, 1922–1981","American","Male","1922","1981","",""
"68023","Adrian Ghenie","Romanian, born 1977","Romanian","Male","1977","0","",""
"9608","General Lighting Co., Brooklyn, NY","","","","0","0","",""
"34037","Emily Hubley","American, born ca. 1958","American","Female","1958","0","",""
"4078","Armando Morales Sequeira","Nicaraguan, 1927–2011","Nicaraguan","Male","1927","2011","",""
"4697","V. Lorenzo Porcelli","American, born 1933","American","","1933","0","",""
"1181","Isaac I. Cole","American","American","Male","0","0","",""
"22780","World Pictures, Copenhagen","","","","0","0","",""
"2766","Hundertwasser (Friedrich Stowasser)","Austrian, 1928–2000","Austrian","Male","1928","2000","Q151836","500005179.0"
"4518","Angelo Patin","Italian","Italian","Male","0","0","",""
"6017","Unknown Designer","Mexican","Mexican","","0","0","",""
"5847","Pär G. Thelander","Swedish, born 1936","Swedish","Male","1936","0","",""
"129","Harold Altman","American, 1924–2003","American","Male","1924","2003","","500028706.0"
"10301","H.H. de Boer and Son, Bergum, The Netherlands","","","","0","0","",""
"6939","Michael Zimmerman","American, born 1956","American","Male","1956","0","",""
"48769","IDÉE Ltd., Japan","","","","0","0","",""
"7403","Walter Ballmer","Swiss, born 1923","Swiss","Male","1923","0","",""
"6824","Joan Livingstone","American, born 1948","American","Female","1948","0","",""
"10027","The Aluminum Cooking Utensil Co., New York, NY","est. 1901","American","","1901","0","",""
"44660","Emily Roysdon","American, born 1977","American","Female","1977","0","",""
"4619","L. Pierson","French","French","","0","0","",""
"1332","Imogen Cunningham","American, 1883–1976","American","Female","1883","1976","Q238678","500115187.0"
"774","Barry Bridgwood","American, born 1957","American","Male","1957","0","",""
"6336","James McNeill Whistler","American, 1834–1903","American","Male","1834","1903","Q203643","500012432.0"
"47846","Aretha Franklin","American, 1942–2018","American","Female","1942","2018","",""
"36997","Jun Homma","Japanese, born 1975","Japanese","","1975","0","",""
"45798","Gaspar Gasparian","Brazilian, 1899–1966","Brazilian","Male","1899","1966","",""
"68308","Franz Mon","German, born 1926","German","","1926","0","",""
"34901","Rocky Morton","British, born 1955","British","Male","1955","0","",""
"33386","Brian Belott","American, born 1973","American","Male","1973","0","",""
"3805","Aldemir Martins","Brazilian, 1922–2006","Brazilian","Male","1922","2006","Q1784940","500356571.0"
"8108","Andrea Branzi","Italian, born 1938","Italian","Male","1938","0","Q2846309",""
"23988","K.E.B.","","","","0","0","",""
"74712","Kase2 (Jeff Brown)","American, 1958–2011","American","Male","1958","2011","",""
"1782","Connor Everts","American, 1928–2016","American","Male","1928","2016","",""
"6830","Kingsley Parker","American, born 1947","American","Male","1947","0","",""
"67783","Frazer Dougherty","American, born 1922","American","Male","1922","0","",""
"42064","Alfred Caldwell","American","American","Male","0","0","",""
"27194","Laurie Reid","American, born 1964","American","Female","1964","0","",""
"2961","Menashe Kadishman","Israeli, 1932–2015","Israeli","Male","1932","2015","",""
"5430","Carlos Silva","Argentine, 1930–1987","Argentine","Male","1930","1987","",""
"18375","Herbert E. Grier","","","Male","0","0","",""
"30717","Glenn Brown","British, born 1966","British","Male","1966","0","",""
"10235","Richard Süssmuth Glashütte, Immenhausen, Germany","","","","0","0","",""
"42831","Claude Chabrol","French, 1930–2010","French","Male","1930","2010","",""
"7705","Frank Sellitto","American, born 1951","American","Male","1951","0","",""
"5641","Joseph Stella","American, 1877–1946","American","Male","1877","1946","Q1347418","500032250.0"
"433","Chris Hendrik Beekman","Dutch, 1887–1964","Dutch","Male","1887","1964","",""
"9222","Konwiser Inc., New York, NY","","American","","0","0","",""
"4050","Guido Molinari","Canadian, 1933–2004","Canadian","Male","1933","2004","Q320422","500033033.0"
"3743","Pio Manzù","Italian, 1939–1969","Italian","Male","1939","1969","",""
"22667","Nitto Seimo Co. Ltd., company design","Japanese, established 1910","Japanese","","1910","0","",""
"4907","Gerhard Richter","German, born 1932","German","Male","1932","0","Q164351","500003003.0"
"8697","Ergonomi Design Gruppen (now Veryday)","Sweden, est. 1969","Swedish","","1969","0","",""
"3843","Herbert Matter","American, born Switzerland. 1907–1984","American","Male","1907","1984","Q116863","500035065.0"
"7465","Elyn Zimmerman","American, born 1945","American","Female","1945","0","",""
"24090","Evgenii Goliakhovskii","","","Male","0","0","",""
"5580","Friedrich St. Florian","American, born Austria 1932","American","Male","1932","0","Q5503910","500003285.0"
"5773","Yasse Tabuchi","Japanese, 1921–2009","Japanese","Male","1921","2009","",""
"6440","Gross Wood","American, born 1919","American","Male","1919","0","",""
"26678","Grace Note Windchimes","","","","0","0","",""
"27434","Mikon van Gastel","Dutch, born 1971","Dutch","Male","1971","0","",""
"314","Theo H. Ballmer","Swiss, 1902–1965","Swiss","Male","1902","1965","Q2416828","500060722.0"
"2503","Chauncey Hare","American, 1934–2019","American","Male","1934","2019","",""
"5601","Richard Stankiewicz","American, 1922–1983","American","Male","1922","1983","Q3431234","500007819.0"
"10299","James Dixon & Sons, England","","","","0","0","",""
"713","Samuel Bourne","British, 1834–1912","British","Male","1834","1912","Q337475","500022534.0"
"270","Olof Backman","Swedish, born 1899","Swedish","Male","1899","0","",""
"43440","John Langdon","","","Male","0","0","",""
"8110","Wallace K. Harrison","American, 1895–1981","American","Male","1895","1981","Q3565469","500026345.0"
"4221","Mauricio Nannucci","Italian, born 1939","Italian","Male","1939","0","",""
"9571","Kaneko Orimono Co., Ltd., Gumma, Japan","","Japanese","","0","0","",""
"3230","Jannis Kounellis","Greek, 1936–2017","Greek","Male","1936","2017","Q472557","500047400.0"
"3676","Robert Macpherson","British, 1811–1872","British","Male","1811","1872","Q7350504","500126166.0"
"4734","Ken Price","American, 1935–2012","American","Male","1935","2012","Q6390606","500026883.0"
"7031","William Henry Pigou","British, 1818–1858","British","Male","1818","1858","",""
"1795","James (Arthur) Fallon","American, born 1946","American","Male","1946","0","",""
"4036","Lisette Model","American, born Austria. 1901–1983","American","Female","1901","1983","Q79067","500000242.0"
"9577","Umentani Craft, Kyoto","","","","0","0","",""
"23766","Aleksandr Arnshtam","","","Male","0","0","",""
"3030","On Kawara","Japanese, 1933–2014","Japanese","Male","1933","0","Q698256","500120601.0"
"44606","Capcom, Osaka","founded 1983","Japanese","","1983","0","",""
"31027","Peter Sandbichler","Austrian, born 1964","Austrian","Male","1964","0","",""
"7548","Gary Hume","British, born 1962","British","Male","1962","0","Q4502697","500115026.0"
"2580","Michael Heizer","American, born 1944","American","Male","1944","0","Q558432","500023902.0"
"47330","Kain May","Polish","Polish","","0","0","",""
"2782","Peter Hutchinson","British, born 1930","British","Male","1930","0","Q2075842","500107080.0"
"3961","Lucjan Mianowski","Polish, 1933–2009","Polish","Male","1933","2009","",""
"33470","Leszek Holdanowicz","Polish, born 1937","Polish","Male","1937","0","",""
"2791","Henri-Gabriel Ibels","French, 1867–1936","French","Male","1867","1936","Q2084619","500016306.0"
"84","Dongkuk S. Ahn","American, 1937–2013","American","Male","1937","2013","",""
"75051","Ela Troyano","American","American","Female","0","0","",""
"41266","Emil Maetzel","German, 1877–1955","German","Male","1877","1955","",""
"44247","Claus Bremer","German, 1924–1996","German","Male","1924","1996","",""
"38485","Jeffery Keedy","American, born 1957","American","Male","1957","0","",""
"8195","Claude Cahun (Lucy Schwob)","French, 1894–1954","French","Female","1894","1954","Q219634","500125875.0"
"34796","TVTV","founded in 1972","American","","1972","0","",""
"32717","El Ultimo Grito","Spanish, est. 1997","Spanish","","1997","0","",""
"6593","Toots Zynsky","American, born 1951","American","Female","1951","0","Q19802671",""
"40052","Prazsky","Czech","Czech","","0","0","",""
"3740","Paul (Pavel Mansurov) Mansouroff","Russian, 1896–1984","Russian","Male","1896","1984","",""
"49864","Milan Mihelič","born 1925","","","1925","0","",""
"22572","Sas/OO, France","","","","0","0","",""
"30952","Birgit Jürgenssen","Austrian, 1949–2003","Austrian","Female","1949","2003","Q865253","500100238.0"
"1209","Charles Conder","British, 1868–1909","British","Male","1868","1909","",""
"9367","Printex Corporation of America, Ossining, NY","est. 1946","American","","1946","0","",""
"40434","Elektrisk Bureau, Oslo","1882 – 1993","","","1882","1993","",""
"49495","Joshua White","American, born 1942","American","Male","1942","0","",""
"7566","Joel Sanders","American, born 1956","American","Male","1956","0","",""
"7095","Miguel Piñero","American","American","Male","0","0","",""
"5776","Tadasky (Tadasuke Kuwayama)","American, born Japan 1935","Japanese","Male","1935","0","",""
"3395","Mauricio Lasansky","American, 1914–2012","American","Male","1914","2012","Q6793620","500011243.0"
"4030","Petr Miturich","Russian, 1887–1956","Russian","Male","1887","1956","",""
"28215","S. A. Weller Pottery, Zanesville, Ohio","1872–1948","","","1872","1948","",""
"43108","Per Olof Ultvedt","Finnish, 1927–2006","Finnish","Male","1927","2006","",""
"8706","Gianni Passini","Italian, born 1941","Italian","Male","1941","0","",""
"5633","Jakob Steinhardt","Israeli, 1887–1968","Israeli","Male","1887","1968","Q214106","500018899.0"
"28821","Lyle Starr","American, born 1962","American","Male","1962","0","",""
"60","Ansel Adams","American, 1902–1984","American","Male","1902","1984","Q60809","500026108.0"
"22565","Snowcrash AB, Sweden","","","","0","0","",""
"10050","G. B. Plast, Bologna, Italy","","","","0","0","",""
"13483","Sergei Sen'kin","","","Male","0","0","",""
"32202","Shirley Clarke","American, 1919–1997","American","Female","1919","1997","",""
"5411","Kenneth Showell","American, born 1939","American","Male","1939","0","",""
"41905","Michael Crichton","American, 1942–2008","American","Male","1942","2008","",""
"29774","Gianni Gamberini","Italian","Italian","","0","0","",""
"6079","Ger van Elk","Dutch, 1941–2014","Dutch","Male","1941","2014","Q827998","500094334.0"
"9865","SIGG, Switzerland","","","","0","0","",""
"4046","Jean Mohler","French","French","Male","0","0","",""
"4718","Rudy Pozzatti","American, born 1925","American","Male","1925","0","",""
"4515","Victor Pasmore","British, 1908–1998","British","Male","1908","1998","Q664275","500013220.0"
"22534","John Hull Cutlers Corporation, New York, NY","","","","0","0","",""
"42140","J.P. Sniadecki","American, born 1979","American","Male","1979","0","",""
"69693","Design Earth","est. 2010","","","2010","0","",""
"3126","Konrad Klapheck","German","German","Male","0","0","Q315875","500004444.0"
"6173","Carlo L. Vivarelli","Swiss, 1919–1986","Swiss","Male","1919","1986","",""
"6709","F. Cormon","French, 1845–1924","French","Male","1845","1924","",""
"1546","Burgoyne Diller","American, 1906–1965","American","Male","1906","1965","Q827021","500009551.0"
"41076","Joe Maloney","American, born 1949","American","Male","1949","0","",""
"5488","Leon Polk Smith","American, 1906–1996","American","Male","1906","1996","Q1818900","500030927.0"
"9724","Lalance & Grosjean Mfg. Co., Woodhaven, NY","","American","","0","0","",""
"28720","Birgit Megerle","German, born 1975","German","Female","1975","0","",""
"33474","Richard Davis","","","Male","0","0","",""
"788","Alexey Brodovitch","American, born Russia. 1898–1971","American","Male","1898","1971","Q525387","500125873.0"
"38143","James Fitton","British, 1899–1982","British","Male","1899","1982","Q17515859","500001489.0"
"38886","SUPERFLEX","Danish","Danish","","0","0","",""
"44538","Deborah Stratman","American, born 1967","American","Female","1967","0","",""
"6694","E. Trigoulet","French, 1867–1910","French","Male","1867","1910","",""
"5564","Nancy Spero","American, 1926–2009","American","Female","1926","2009","Q2731236","500060537.0"
"4729","James Prestini","American, born Italy. 1908–1993","American","Male","1908","1993","",""
"6775","Victor Stjepanov","Nationality unknown","Nationality unknown","Male","0","0","",""
"11189","Fahr-Leuchten, Stuttgart","","","","0","0","",""
"358","Robert Bartlett","British, 1922–1979","British","Male","1922","1979","",""
"29547","Kanji Hongu","Japanese, born 1945","Japanese","Male","1945","0","",""
"30923","Franz Graf","Austrian, born 1954","Austrian","Male","1954","0","",""
"4013","Victor Mira","Spanish, born 1949","Spanish","Male","1949","0","",""
"5068","Richards Ruben","American, 1925–1998","American","Male","1925","1998","",""
"37063","The Hallicrafters Company Design and Research Team","","","","0","0","",""
"10067","V'Soske Shops, Grand Rapids","","American","","0","0","",""
"37666","Marcel Hermans","American, born The Netherlands 1961","American","Male","1961","0","",""
"3782","Albert Marquet","French, 1875–1947","French","Male","1875","1947","Q267858","500022386.0"
"48928","Ian Murray","","","","0","0","",""
"429","Max Beckmann","German, 1884–1950","German","Male","1884","1950","Q164683","500024106.0"
"12533","César Moro (Alfredo Quíspez Asín)","Peruvian, 1903–1956","Peruvian","Male","1903","1956","",""
"4706","Giacomo Porzano","Italian, 1925–2006","Italian","Male","1925","2006","",""
