ObjectID,Title,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,URL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
198684,György Kepes letterhead (Letter to Arthur Cohen),[3067],1982,Letterpress,"11 × 8 1/2"" (27.9 × 21.6 cm)","Elaine Lustig Cohen Collection, gift of Lawrence Benenson and the Committee on Architecture and Design Funds",1225.2015,Design,Architecture & Design,2015-10-19,Y,http://www.moma.org/collection/works/198684,,,,27.94005588,,,21.59004318,,
70321,Flea Market (Marché aux Puces),[2070],1926,Etching,"plate: 4 11/16 x 6 1/8"" (11.9 x 15.6 cm); sheet: 11 3/4 x 12 5/16"" (29.9 x 31.2 cm)",Given anonymously,513.1942,Print,Drawings & Prints,1942-11-19,Y,http://www.moma.org/collection/works/70321,,,,11.9,,,15.6,,
80638,Portrait of a Couple,[4607],1942,Oil on board,"41 5/8 x 30 1/2"" (105.7 x 77.4 cm)",Purchase,1329.2,Painting,Painting & Sculpture,2000-11-06,Y,http://www.moma.org/collection/works/80638,,,,105.7,,,77.4,,
13011,Untitled from Twenty-Four Personal Attitudes Related to Closed Spaces,[5568],1978,Lithograph from an illustrated book of twenty-four lithographs,"composition (irreg.): 5 7/8 x 8 9/16"" (15 x 21.7 cm); page: 9 1/16 x 12"" (23 x 30.5 cm)",Abby Aldrich Rockefeller Fund,181.1985.4,Illustrated Book,Drawings & Prints,1985-06-04,Y,http://www.moma.org/collection/works/13011,,,,15,,,21.7,,
14344,Gil Blas illustré,[5634],1897,Journal with relief etching illustrations,,Gift of John Benjamins Antiquariat,257.1997,Illustrated Book,Drawings & Prints,1997-05-28,Y,http://www.moma.org/collection/works/14344,,,,,,,,,
17308,In-text plate and text (folio 11) from DMT 42,[3344],1969,One from an illustrated book with twenty-six screenprints,"composition (irreg.): 13 3/16 x 11 5/16"" (33.5 x 28.7cm); page: 16 3/4 × 13 5/16"" (42.5 × 33.8 cm)",Blanchette Hooker Rockefeller Fund,446.1970.6,Illustrated Book,Drawings & Prints,1970-10-22,Y,http://www.moma.org/collection/works/17308,,,,33.5,,,28.7,,
287700,Eracism (version 8b),[37145],2000,"Video (color, sound; 10:24 min); five inkjet prints; three green glass bottles in plastic and metal suitcase; two works on sewn cloth with Velcro; green terrycloth headband; red terrycloth Croakie; painted wooden table and legs; painted wooden bench; cotton, polyester, and tulle dress; and Lycra, cotton, and plastic jockstrap with plastic case",,"Acquired in part through the generosity of Jill and Peter Kraus, Anne and Joel S. Ehrenkranz, The Contemporary Arts Council of The Museum of Modern Art, The Jill and Peter Kraus Media and Performance Acquisition Fund, and Jill and Peter Kraus in honor of Michael Lynne ",84.2019.1-15,Installation,Media and Performance,2019-04-04,Y,http://www.moma.org/collection/works/287700,,,,,,,,,
106685,"Barcelona Chair (Front elevation, plan strap system)",[7166],1931,Pencil and colored pencil on tracing paper,"35 11/16 x 38 3/4"" (90.6 x 98.4 cm)","Mies van der Rohe Archive, gift of the architect",957.1974,Mies van der Rohe Archive,Architecture & Design,1974-11-06,Y,http://www.moma.org/collection/works/106685,,,,90.6464,,,98.4252,,
289842,"Book cover for ""The Childhood of Man"" by Leo Frobenius",[7644],1960,Lithograph,"(8 x 11 3/4"")",Gift of Tamar Cohen,76.2018.56,Design,Architecture & Design,2018-02-12,N,,,,,,,,,,
58126,Odalisque,[745],1934,"Gelatin silver print, printed 1967","9 5/16 × 7"" (23.7 × 17.8 cm)
",Purchase,1409.1968.3,Photograph,Photography,1968-11-06,Y,http://www.moma.org/collection/works/58126,,,,23.6538,,,17.8,,
60523,Note IX (State I) from Notes,[4285],1968,"Etching and aquatint from a portfolio of eighteen etchings, nine with aquatint","plate: 5 13/16 x 2 7/8"" (14.8 x 7.3 cm); sheet: 19 13/16 x 14"" (50.3 x 35.5 cm)",Gift of Celeste Bartos,33.1979.10,Print,Drawings & Prints,1979-01-23,Y,http://www.moma.org/collection/works/60523,,,,14.8,,,7.3,,
14490,Plate (folio 9) from ESTADIOS Y CORDILLERAS,[199],1973,,"composition  17 3/8 x 12 5/16"" (44.1 x 31.3 cm)",Gift of Wobron S.A.I.C,280.1974.7,Illustrated Book,Drawings & Prints,1974-04-23,N,,,,,44.1,,,31.3,,
106297,Reclining Chair without Arms (Elevation sketch with seated figure [similar to MR 110]),[7166],1930,Pencil on paper,"8 5/16 x 11 5/8"" (21.1 x 29.5 cm)","Mies van der Rohe Archive, gift of the architect",569.1974,Mies van der Rohe Archive,Architecture & Design,1974-11-06,Y,http://www.moma.org/collection/works/106297,,,,21.1138,,,29.5276,,
161801,Untitled from the portfolio APN (Asahi Picture News),"[3120, 38961]",1953,"Gelatin silver print, printed 2003","6 11/16 × 4 7/16"" (17 × 11.3 cm)
",Gift of Shigeru Yokota,700.2012.1,Photograph,Photography,2012-05-09,Y,http://www.moma.org/collection/works/161801,,,,17,,,11.3,,
80556,Open Number 24 in Variations of Orange,[4126],1968,Synthetic polymer paint and charcoal on canvas,"6' 9"" x 9' 7 1/8"" (205.6 x 292.3 cm)",Gift of the artist,1097.1969,Painting,Painting & Sculpture,1970-02-10,Y,http://www.moma.org/collection/works/80556,,,,205.6,,,292.3,,
35220,"Per Purificare le Parole, ""Pyrex""",[6583],1981,Ink on paper,"44 1/2 x 61 5/8"" (112.8 x 156.4 cm)",Friends of Contemporary Art,196.1982,Drawing,Drawings & Prints,1982-06-01,Y,http://www.moma.org/collection/works/35220,,,,113,,,156.5,,
21503,In-text plate (page 107) from Daphnis et Chloé,[665],1902,One from an illustrated book with 156 lithographs (including wrapper front),"composition (irreg.): 5 7/8 × 5 1/2"" (15 × 14 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",The Louis E. Stern Collection,685.1964.59,Illustrated Book,Drawings & Prints,1964-10-06,Y,http://www.moma.org/collection/works/21503,,,,15,,,14,,
45338,Ernest Renan,[1592],1891,Albumen silver print from a glass negative,"5 × 6 15/16"" (12.8 × 17.6 cm)",Acquired through the generosity of Shirley C. Burden,63.1982,Photograph,Photography,1982-03-11,Y,http://www.moma.org/collection/works/45338,,,,12.8,,,17.6,,
144995,"Untitled (4 days, 3 nights, 1 summer)",[25515],2001,,,Gift of Emily Fisher Landau,340.2002.1,Print,Drawings & Prints,2002-11-20,Y,http://www.moma.org/collection/works/144995,,,,,,,,,
2517,Footed Dish (no. 6223),"[4240, 4241]",1945,Glazed ceramic,"1 5/8 x 5 5/8"" (4.1 x 14.3 cm)","Gift of Edgar Kaufmann, Jr.",139.1948,Design,Architecture & Design,1948-03-17,Y,http://www.moma.org/collection/works/2517,,,14.3,4.1,,,,,
15921,"Signs of the Times II: Mars Rules the Hour (Symbole der Zeit II: Mars regiert die Stunde) (plate, folio 5 verso) from the periodical Der Bildermann, vol. 1, no. 2 (Apr 1916)",[5469],1916,Lithograph,"composition (irreg.): 12 1/2 x 8 1/16"" (31.8 x 20.5 cm); page: 14 x 11"" (35.5 x 28 cm)",Gift of Mrs. Bertha M. Slattery,330.1952.8,Periodical,Drawings & Prints,1952-11-07,Y,http://www.moma.org/collection/works/15921,,,,31.8,,,20.5,,
201123,"Francis W. Little House, Wayzata, MS",[6459],1912,Ink on linen,"23 1/8 × 42 1/4"" (58.7 × 107.3 cm)","The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)",FLW.DR.1304.005,Frank Lloyd Wright Archive,Architecture & Design,,N,,,0,,58.73761748,,,107.3152146,,
13182,Headpiece (page 167) from Le monde merveilleux des insectes,[3641],1950,"Lithograph, printed in color","irreg. composition  6 3/4 x 5 15/16"" (17.1 x 15.2 cm)",Given anonymously,186.1965.37,Illustrated Book,Drawings & Prints,1965-04-06,N,,,,,17.1,,,15.2,,
13252,"Untitled (plate, page 125) from the periodical Münchner Blätter für Dichtung und Graphik, vol. 1, no. 8 (August 1919)",[2372],1919,Lithograph from a periodical with five lithographs,"composition (irreg.): 3 3/4 x 5 1/8"" (9.6 x 13 cm); page: 10 13/16 x 8 9/16"" (27.5 x 21.7 cm)",Gift of Curt Valentin,187.1973.36,Periodical,Drawings & Prints,1973-05-07,Y,http://www.moma.org/collection/works/13252,,,,9.6,,,13,,
84692,Butcherfrom Twenty-five Prints of José-Guadelupe Posada,[4707],1942,Etching from a portfolio of seventeen engravings and eight etchings,"composition: 1 1/8 x 1 7/16"" (2.8 x 3.7 cm); sheet: 7 1/16 x 5 11/16"" (18 x 14.5 cm)",Inter-American Fund,772.1942.20,Print,Drawings & Prints,,N,,,,,2.8,,,3.7,,
98503,"World's Columbian Exposition, Chicago",[28889],1893,Platinum print,"17 1/2 × 20 1/2"" (44.4 × 52.1 cm)","Samuel J. Wagstaff, Jr. Fund",247.2005,Photograph,Photography,2005-05-11,Y,http://www.moma.org/collection/works/98503,,,,44.4,,,52.1,,
201012,"Point Park Civic Center, Pittsburgh Project (Longitudinal section)",[6459],1947,"Ink, paint, pencil, and colored pencil on tracing paper","30 3/4 × 81 1/2"" (78.1 × 207 cm)","The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)",FLW.DR.4821.005,Frank Lloyd Wright Archive,Architecture & Design,,N,,,0,,78.10515621,,,207.010414,,
6448,Head,"[784, 8296]",1969,Silk screen on aluminized mylar,"25 x 39"" (63.5 x 99.1 cm)",Gift of Columbia Pictures,351.1969,Design,Architecture & Design,1969-04-24,Y,http://www.moma.org/collection/works/6448,,0,,63.500127,,,99.06019812,,
118482,Treehouse,[34915],1995,"Video (color, sound)",3:55 min.,Gift of the artist,1342.1999.88,Video,Media and Performance,1999-03-15,Y,http://www.moma.org/collection/works/118482,,,,,,,,,235
58561,World Series: Yankees vs. Dodgers (Rizzuto slides into third),[8518],1817,Gelatin silver print,"6 3/4 × 8 1/2"" (17.2 × 21.6 cm)",The New York Times Collection,1968.2001,Photograph,Photography,2001-06-14,Y,http://www.moma.org/collection/works/58561,,,,17.2,,,21.6,,
127367,Fluxus 1,"[21398, 5403, 3227, 4520, 2997, 34743, 4410, 20811, 3277, 1873, 36946, 36949, 24409, 36955, 36834, 6115, 6377, 756, 2934, 36471, 6520, 6269, 255]",1976,"Book with offset, metal bolts and stamped ink, containing objects in various media, in wood box","overall (closed): 9 7/16 x 8 1/2 x 2 3/4"" (24 x 21.6 x 7 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2183.2008.1-64,Illustrated Book,Drawings & Prints,2008-10-08,Y,http://www.moma.org/collection/works/127367,,7,,24,,,21.6,,
199475,Motion from Some Narrow Views: (Either Tall or Wide),[304],2004,One from a portfolio of ten photogravures with letterpress,"plate: 3 1/8 × 9 1/8"" (8 × 23.2 cm); sheet: 10 1/2 × 15 1/2"" (26.6 × 39.3 cm)",Gift of Jacob and Yael Samuel,1613.2015.1,Print,Drawings & Prints,2015-10-27,Y,http://www.moma.org/collection/works/199475,,,,8,,,23.2,,
184596,"Selten gehörte Musik, Streichquartett 558171 (Romenthalquartett)","[24409, 5042, 8078, 26287]",1976,Boxed set with three 12-inch vinyl records,dimensions vary,Committee on Prints and Illustrated Books Fund,854.2013.307,Audio,Drawings & Prints,2013-10-10,Y,http://www.moma.org/collection/works/184596,,,,,,,,,
80815,Hanging Column (from Dawn's Wedding Feast),[4278],1959,Painted wood,"6' x 6 5/8"" x 6 5/8"" (182.8 x 16.7 x 16.7 cm)",Blanchette Hooker Rockefeller Fund,14.196,Sculpture,Painting & Sculpture,1960-02-10,Y,http://www.moma.org/collection/works/80815,,16.7,,182.8,,5.4432,16.7,,
163885,"Olympic Sculpture Park, Seattle","[42566, 42567]",2001,9 drawings,,Gift of the architects,1727.2012.1-9,Architecture,Architecture & Design,2012-10-15,N,,,,,,,,,,
91498,The Decisive Command from the Pilot to Jump,[24600],1931,Gelatin silver print,"5 9/16 × 8 1/16"" (14.2 × 20.4 cm)",Thomas Walther Collection. Gift of Thomas Walther,1849.2001.2,Photograph,Photography,2001-12-13,N,,,,,14.2,,,20.4,,
40647,Tuileries (vase),[229],1912,Albumen silver print,"Approx. 8 11/16 × 6 9/16"" (22 × 16.7 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.2590,Photograph,Photography,1968-03-06,Y,http://www.moma.org/collection/works/40647,,,,,,,,,
125163,Tapestry Nr. 2: Carpet sample (Teppich Nr. 2: Teppichmuster),"[36433, 5042]",,Color photograph with correction fluid and tape on board with wood frame,"frame: 32 1/2 x 24"" (82.6 x 61 cm)",Gift of Franz Wassmer,1880.2008.34,Drawing,Drawings & Prints,2008-11-11,N,,,0,,82.5501651,,,60.96012192,,
149190,"Happy Holidays, You Can't Hurry Love, and We Shoot Black Birds in Wrong Times",[33825],2004,"Newspaper published as catalogue for The Wrong Gallery, New York","page (each): 17 x 11 7/16"" (43.2 x 29 cm)",Acquired through the generosity of Richard Gerrig and Timothy Peterson,125.2012.86,Periodical,Drawings & Prints,2012-02-07,Y,http://www.moma.org/collection/works/149190,,,,43.2,,,29,,
18019,"First state of Selectedd Details After Ingres (II) from The Large Glass and Related Works, Vol. II",[1634],1968,Etching from the supplementary suite of eighteen etchings (seven with aquatint),"plate: 13 11/16 x 9 5/16"" (34.7 x 23.6cm); sheet: 19 15/16 x 13"" (50.6 x 33 cm)",John B. Turner Fund,489.1969.B13,Illustrated Book,Drawings & Prints,1969-05-22,N,,,,,34.7,,,23.6,,
106214,Reclining Chair with Arms. Reclining Chair without Arms. (Elevation sketches),[7166],1931,Pencil on paper,"7 7/8 x 6 3/4"" (20.0 x 17.1 cm)","Mies van der Rohe Archive, gift of the architect",486.1974,Mies van der Rohe Archive,Architecture & Design,1974-11-06,Y,http://www.moma.org/collection/works/106214,,,,20.0025,,,17.145,,
2667,Pocket Flashlight,[9345],1956,Plastic housing,"1 1/4 x 7/8 x 3 5/8"" (3.2 x 2.2 x 9.2 cm)",Gift of the manufacturer,208.1958,Design,Architecture & Design,1958-12-04,Y,http://www.moma.org/collection/works/2667,,9.2075,,3.175,,,2.2225,,
176289,Untitled,"[38024, 44921, 8247]",1971,Gelatin silver print,"6 5/8 × 9 11/16"" (16.9 × 24.6 cm)",Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and János Kender,1018.2013.455,Photograph,Photography,2013-10-24,Y,http://www.moma.org/collection/works/176289,,0,,17.78003556,,,25.4000508,,
79282,Incident 13 R,[268],1953,Tempera on canvas,"32 3/4 x 56 1/4"" (83.1 x 142.9 cm)",Purchase,253.1956,Painting,Painting & Sculpture,1956-10-09,Y,http://www.moma.org/collection/works/79282,,,,83.1,,,142.9,,
189528,Come from The Red Boxers,"[7496, 2122, 25552]",1975,One from a series of eight letterpress cards with eight envelopes,"composition (.a): 5 7/8 x 3 3/8"" (15 x 8.5 cm); sheet (.a, folded): 8 x 5 1/16"" (20.3 x 12.8 cm); sheet (.b): 5 1/4 x 8 1/8"" (13.4 x 20.6 cm)",Art & Project/Depot VBVR Gift,1031.2007.6.a-b,Print,Drawings & Prints,2007-11-12,Y,http://www.moma.org/collection/works/189528,,,,15,,,8.5,,
139615,Tovarisch Mikhail: Bricklayer,[712],1935,Photogravure,"9 1/4 × 13"" (23.5 × 33.1 cm)",Purchase,393.1942.7,Photograph,Photography,1942-12-29,Y,http://www.moma.org/collection/works/139615,,,,23.5,,,33.1,,
120857,Worldliness from The Limericks,"[7496, 2122, 25552]",1971,One from a series of eight letterpress and line block cards with eight envelopes,"composition (.a): 5 1/16 x 3 1/8"" (12.9 x 8 cm); sheet (.a, folded): 7 15/16 x 4 15/16"" (20.2 x 12.5 cm); sheet (.b): 5 1/4 x 8 1/4"" (13.3 x 21 cm)",Art & Project/Depot VBVR Gift,1025.2007.3.a-b,Print,Drawings & Prints,2007-11-12,Y,http://www.moma.org/collection/works/120857,,,,12.9,,,8,,
15793,SATAN IV plate XII (page 85) from LES FLEURS DU MAL,[5053],1925,"Lift ground aquatint and drypoint over photogravure, printed in black","plate  13 11/16 x 9 15/16"" (34.7 x 25.3 cm)",Gift of Mlle Isabelle Rouault,328.1967.12,Illustrated Book,Drawings & Prints,1967-04-11,N,,,,,34.7,,,25.3,,
100298,Arctic,[4734],1998,Synthetic polymer paint on fired clay,"22 x 16 3/4 x 15 1/2"" (55.9 x 42.5 x 39.4 cm)",Gift of Edward R. Broida,757.2005,Sculpture,Painting & Sculpture,2005-10-06,Y,http://www.moma.org/collection/works/100298,,39.3701,,53.3401,,,40.6401,,
86618,Carma from Cane,[4758],2000,One from the supplementary suite of an illustrated book with ten woodcuts and a supplementary suite of seven woodcuts,"composition: 10 7/16 x 12 13/16"" (26.5 x 32.5 cm); sheet: 16 3/4 x 20 1/2"" (42.5 x 52 cm)",Gift of Anna Marie and Robert F. Shapiro,1388.2000.B3,Print,Drawings & Prints,2000-11-09,Y,http://www.moma.org/collection/works/86618,,,,26.5,,,32.5,,
100057,Prohibition,[28788],2005,Pencil and ink on paper,"24 x 19"" (61 x 48.3 cm)",Gift of Martin and Rebecca Eisenberg,630.2005.5,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/100057,,,,60.9601,,,48.2601,,
204195,Untitled (gray and white lines),[6168],1973,Synthetic polymer paint on paper,"22 1/2 × 35"" (57.2 × 88.9 cm)",Gift of Peter G. Rowe,676.2016,Architecture,Architecture & Design,2016-06-10,N,,,,,57.1501143,,,88.9001778,,
15265,In-text plate (folio 18) from OLYMPIA COUPABLE (HISTOIRE VRAIE),[7471],1993,"Linoleum cut, printed in black","composition  2 3/16 x 2 1/2"" (5.6 x 6.4 cm)",Jeanne C. Thayer Fund,310.1994.13,Illustrated Book,Drawings & Prints,1994-05-26,N,,,,,5.6,,,6.4,,
35171,Face Mask,[4243],1981,"Pastel, charcoal, and pencil on paper","52 1/4 x 70 7/8"" (132.8 x 180 cm)",Acquired with matching funds from The Lauder Foundation and the National Endowment for the Arts,190.1982,Drawing,Drawings & Prints,1982-06-01,Y,http://www.moma.org/collection/works/35171,,,,132.8,,,180,,
25691,Headpiece and pictorial initial E (page 189) from AVENTURES PRODIGIEUSES DE TARTARIN DE TARASCON,[1646],1931,"Lithograph, printed in color","Headpiece (comp. irreg.):  4 5/8 x 6 7/8"" (11.7 x  17.5 cm)  Initial (comp. irreg.):  1 15/16 x 1 11/16"" (5.0  x 4.3 cm)",The Louis E. Stern Collection,820.1964.98,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,11.7,,,17.5,,
19505,In-text plate (folio 11) from CENT COMPTINES,[5065],1922,,"irreg. composition  2 9/16 x 2 1/4"" (6.5 x 5.8 cm)",Gift of Monroe Wheeler,606.1949.5,Illustrated Book,Drawings & Prints,1949-09-29,N,,,,,6.5,,,5.8,,
34162,Untitled,[3349],1946,Ink and pencil on paper,"12 3/8 x 9 5/8"" (31.4 x 24.5 cm)",The Joan and Lester Avnet Collection,119.1978,Drawing,Drawings & Prints,1978-04-04,Y,http://www.moma.org/collection/works/34162,,,,31.4,,,24.4,,
159716,Untitled,[7816],1977,"Video (color and black and white, sound)",16:31 min.,Gift of VALIE EXPORT and Miryam and Daniel Charim,556.2012,Video,Media and Performance,2012-02-16,Y,http://www.moma.org/collection/works/159716,,,,,,,,,991
68762,KvF IV from The Hartley Elegies: The Berlin Series,[2812],1990,Screenprint,,Purchase,417.199,Print,Drawings & Prints,1990-10-23,Y,http://www.moma.org/collection/works/68762,,,,,,,,,
218477,Exhibition,[67805],2013,"Digital cinema (color, sound)",,Purchase from the Distributor,819193,Video,Film,2017-02-08,N,,,,,,,,,,
40149,CABARET. COIN RUE CHARLES V,[229],1900,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.2152,Photograph,Photography,1968-03-06,N,,,,,,,,,,
152870,Grass Processor from Designs for an Overpopulated Planet: Foragers,"[27786, 27787, 27788]",2009,Glass-reinforced plastic,"63 x 39 3/8 x 15 3/4"" (160 x 100 x 40 cm)",Gift of The Contemporary Arts Council of The Museum of Modern Art,357.2011.3,Design,Architecture & Design,2011-05-17,Y,http://www.moma.org/collection/works/152870,,40,,160,,,100,,
81079,Sculpture,[4488],1951,Concrete,"9 3/8 x 18 1/4 x 11 1/4"" (23.8 x 46.3 x 28.6 cm)",Purchase,181.1953,Sculpture,Painting & Sculpture,1953-04-07,Y,http://www.moma.org/collection/works/81079,,28.6,,23.8,,,46.3,,
115849,"Subterrain, from the Materialecology project","[33046, 8879]",2007,"Coded FEA, Rhinoceros, and Generative Components software; CNC milled laminated oak and cherry wood
",".a (leaf section): 20 x 20 x 2 1/4"" (50.8 x 50.8 x 5.7 cm)
.b (scorpion paw): 20 x 20 x 2 1/4"" (50.8 x 50.8 x 5.7 cm)
.c (butterfly wing): 20 x 20 x 2 1/4"" (50.8 x 50.8 x 5.7 cm)",Gift of The Contemporary Arts Council of The Museum of Modern Art,448.2008.1.a-c,Design,Architecture & Design,2008-05-22,Y,http://www.moma.org/collection/works/115849,,5.71501143,,50.8001016,,,50.8001016,,
140442,Keyboard Dances,[36944],1963,Ink on paper,"sheet: 2 1/4 × 8 3/4"" (5.7 × 22.2 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2132.2008.52,Drawing,Drawings & Prints,2008-10-08,N,,,,,5.71501143,,,22.22504445,,
