"ConstituentID","DisplayName","ArtistBio","Nationality","Gender","BeginDate","EndDate","Wiki QID","ULAN"
"4785","Franz Radziwill","German, 1895–1983","German","Male","1895","1983","",""
"28516","Marco Meza","American, born 1947","American","","1947","0","",""
"9951","The Yale & Towne Mfg. Co., Stamford, CT","American","American","","0","0","",""
"5322","Roderick Seidenberg","American, 1889–1973","American","Male","1889","1973","",""
"7236","Nageli & Vallebuona Architekten, Berlin","German","German","","0","0","",""
"3695","Schilli Maier","American, 1922–1989","American","Male","1922","1989","",""
"7738","Lusimond Merelus","Haitian","Haitian","Male","0","0","",""
"22617","Hani Rashid","Canadian, born Egypt 1958","Canadian","Male","1958","0","",""
"4312","Oscar Nitzchke","American, born Germany. 1900–1991","American","Male","1900","1991","Q7106160","500034334.0"
"30892","Julius Deutschbauer","Austrian, born 1961","Austrian","Male","1961","0","",""
"7808","Imi Knoebel","German, born 1940","German","Male","1940","0","Q241977","500124422.0"
"47171","Eloise Vega Smith","","","Female","0","0","",""
"11875","Kirill Zdanevich","Russian, 1892–1969","Russian","Male","1892","1969","",""
"25478","Theodor Paul Etbauer","German, 1892–1975","German","Male","1892","1975","",""
"74291","Cang Xin","Chinese, born 1966","Chinese","Male","1966","0","",""
"1380","Bob Danner","American, born 1948","American","Male","1948","0","",""
"3184","W. Koenigstein","Austrian, born 1944","Austrian","Male","1944","0","",""
"31079","Andreas Zybach","Swiss, born 1975","Swiss","Male","1975","0","",""
"3714","Jeanne Mammen","German, 1890–1976","German","Female","1890","1976","Q548298","500010088.0"
"710","Louise Bourgeois","American, born France. 1911–2010","American","Female","1911","2010","Q159409","500057350.0"
"10609","Barcalo Manufacturing Co., New York, NY","","","","0","0","",""
"5369","Ted Shaine","American, born 1947","American","Male","1947","0","",""
"42742","Misas","","","","0","0","",""
"1815","Jean Fautrier","French, 1898–1964","French","Male","1898","1964","Q537838","500002013.0"
"47935","Margaret Watkins","Canadian, 1884–1969","Canadian","Female","1884","1969","",""
"40398","Rainer (Imi) Giese","German, 1942–1974","German","Male","1942","1974","",""
"4660","Alfred Pohl","German, born 1928","German","Male","1928","0","",""
"1903","James Fitzsimmons","American","American","Male","0","0","",""
"1281","Robert Cowan","American, born 1930","American","Male","1930","0","",""
"4949","Manuel Robbe","French, 1872–1936","French","Male","1872","1936","",""
"46582","Julia Murdoch","British","British","Female","0","0","",""
"6684","Henri Detouche","French, 1854–1913","French","Male","1854","1913","",""
"27952","Carlson Technology, Inc.","USA, est. 1982","American","","1982","0","",""
"8073","Cai Guo-Qiang","Chinese, born 1957","Chinese","Male","1957","0","Q930462","500115650.0"
"5453","Clara E. Sipprell","American, born Canada. 1885–1975","American","Female","1885","1975","",""
"5917","Tomonori Toyofuku","Japanese, born 1925","Japanese","Male","1925","0","",""
"1568","Betty Dodson","American, born 1929","American","Female","1929","0","",""
"33195","Nicholas Negroponte","American, born 1943","American","Male","1943","0","",""
"5739","Graham Sutherland","British, 1903–1980","British","Male","1903","1980","Q581763","500001106.0"
"38410","Moorhead & Moorhead","est. 2000","","","2000","0","",""
"5706","Studio","British","British","","0","0","",""
"3487","Leonid (Leonid Berman)","American, born Russia. 1896–1976","American","Male","1896","1976","Q4085031","500023200.0"
"24586","Alma Siedhoff-Buscher","German, 1899–1944","German","Female","1899","1944","Q2649575",""
"47446","Francisco Matto","Uruguayan, 1911–1995","Uruguayan","Male","1911","1995","",""
"2444","Michael Hafftka","American, born 1953","American","Male","1953","0","Q6830898","500029182.0"
"2650","Hille","Nationality unknown","Nationality unknown","","0","0","",""
"10420","LEGO Group, Billund, Denmark","","","","0","0","",""
"28725","Meredith Monk","American, born 1942","American","Female","1942","0","Q267170","500331433.0"
"37354","Vipp","Danish, est. 1939","Danish","","1939","0","",""
"6849","Karl Opfermann","German, 1891–1960","German","Male","1891","1960","",""
"1794","Claire Falkenstein","American, 1908–1997","American","Female","1908","1997","Q5125198","500023524.0"
"32719","Kidrobot, New York","est. 2002","","","2002","0","",""
"749","Adolphe Braun","French, 1812–1877","French","Male","1812","1877","Q365683","500016067.0"
"27195","Erik Saxon","American, born 1941","American","Male","1941","0","",""
"23413","Aristarkh Lentulov","Russian, 1882–1943","Russian","Male","1882","1943","",""
"47172","Nick Fasciano","American, born 1940","American","Male","1940","0","",""
"3383","Tadeusz Lapinski","Polish","Polish","Male","0","0","",""
"23257","Michael Maltzan","American, born 1959","American","Male","1959","0","",""
"5838","Walther Teutsch","German, 1883–1964","German","Male","1883","1964","",""
"18700","K. H. Hödicke","German, born 1938","German","Male","1938","0","Q126458","500116229.0"
"19676","Island Records","founded 1959","","","1959","0","",""
"42755","Anabel Alfonso Suárez","","","","0","0","",""
"33026","AEDS Ammar Eloueini Digit-all Studio","France, est. 1997","French","","1997","0","",""
"34528","Guy de Cointet","French, 1934–1983","American","Male","1934","1983","Q5622700","500081145.0"
"7545","Tracey Emin","British, born 1963","British","Female","1963","0","",""
"29584","Hanneline Visnes","Norwegian, born 1972","Norwegian","Female","1972","0","",""
"66091","Lois Dodd","American, born 1927","American","Female","1927","0","",""
"47477","Gino Cantarelli","Italian, 1889–1950","Italian","Male","1889","1950","",""
"30902","Memed Erdener","Turkish, 1970","Turkish","Male","1970","0","",""
"713","Samuel Bourne","British, 1834–1912","British","Male","1834","1912","Q337475","500022534.0"
"8452","Jockum Nordström","Swedish, born 1963","Swedish","Male","1963","0","Q3378084","500333335.0"
"8716","Atelier d'Architecture Christian de Portzamparc, Paris","","","","0","0","",""
"26362","Nanako Umemoto","Japanese","American","Female","0","0","",""
"31678","Cory Arcangel","American, born 1978","American","Male","1978","0","Q1135754","500122414.0"
"9762","Lemurian Crafts","","","","0","0","",""
"9311","Svenska Artek, Hedemora, Sweden","","","","0","0","",""
"23996","Vladimir Favorskii","","","Male","0","0","",""
"44450","Errol Morris","American, born 1948","American","Male","1948","0","",""
"1403","John A. Davies","British, born 1949","British","Male","1949","0","",""
"28652","Richard Hawkins","American, born 1961","American","Male","1961","0","",""
"46096","Michael Amzalag","French, born 1968","French","Male","1968","0","",""
"5631","Ralph Steiner","American, 1899–1986","American","Male","1899","1986","Q3418301","500022058.0"
"28548","Carla Arocha","Venezuelan, born 1961","Venezuelan","Female","1961","0","",""
"23398","Nina Kul'bina","","","Female","0","0","",""
"10449","Guild of Handicraft Ltd., London","","","","0","0","",""
"34211","Königliche Porzellanmanufaktur, Meissen, Germany","","","","0","0","",""
"37934","Haegue Yang","Korean, born 1971","Korean","Female","1971","0","",""
"34846","Graeme Whifler","American, born 1951","American","Male","1951","0","",""
"75046","Gastón Solnicki","Argentine, born 1978","Argentine","Male","1978","0","",""
"48928","Ian Murray","","","","0","0","",""
"6775","Victor Stjepanov","Nationality unknown","Nationality unknown","Male","0","0","",""
"28712","Kim McCarty","American, born 1956","American","Female","1956","0","",""
"48317","Marie Harnett","British, born 1983","","Female","1983","0","",""
"68288","David Zink Yi","Peruvian, born 1973","Peruvian","Male","1973","0","",""
"41988","William Villalongo","American, born 1975","American","Male","1975","0","",""
"8503","Alex Anderson/The New York Times","Nationality unknown","Nationality unknown","Male","0","0","",""
"8090","Miyako Ishiuchi","Japanese, born 1947","Japanese","Female","1947","0","Q272833","500122671.0"
"4510","Jürgen Partenheimer","German, born 1947","German","Male","1947","0","Q679765","500110724.0"
"24187","N. Spirov","","","","0","0","",""
"41829","Ben Kinmont","American, born 1963","American","Male","1963","0","",""
"5510","Jaume Solá Valleys","Catalan, c.1915–1995","Spanish","Male","1915","1995","",""
"24365","Oleksii Marenkov","","","Male","0","0","",""
"74302","Gen Otsuka","Japanese, 1912–1992","Japanese","Male","1912","1992","",""
"7807","Jerry Cooke","American, born Russia. 1922–2005","American","Male","1922","2005","",""
"46575","Arduino SA","","","","0","0","",""
"44754","Istvan Anhalt","","","","0","0","",""
"9325","Japan Victor Corporation (JVC), Japan","","","","0","0","",""
"24148","Duplitskii","","","","0","0","",""
"1047","Perez Celis","Argentine","Argentine","Male","0","0","",""
"40744","Jean de Calduin","","","","0","0","",""
"5028","Seymour Rosofsky","American, 1924–1981","American","Male","1924","1981","",""
"43705","Alain Huck","Swiss, born 1957","","Male","1957","0","",""
"74940","Amanda Williams","American, born 1974","American","Female","1974","0","",""
"161","Clarence William Anderson","American, 1891–1971","American","Male","1891","1971","",""
"10434","Inoue Pleats Co., Ltd., Fukui, Japan","","Japanese","","0","0","",""
"24125","Grigorii Gidoni","","","Male","0","0","",""
"6618","Robert Andrew Parker","American, born 1927","American","Male","1927","0","","500095281.0"
"38639","William D. Murphy","","","Male","0","0","",""
"4860","Reiss","British","British","","0","0","",""
"8279","Dan Olson","American, born 1955","American","Male","1955","0","",""
"24082","Valerian Dvorakovskii","","","Male","0","0","",""
"1217","Linda Connor","American, born 1944","American","Female","1944","0","Q15459229","500037132.0"
"39271","Stella C. Salisbury","","","Female","0","0","",""
"12432","Vasilii Kamenskii","Russian, 1864–1961","Russian","Male","1864","1961","",""
"4895","Marc Riboud","French, 1923–2016","French","Male","1923","2016","Q702625","500067675.0"
"4632","René Piot","French, 1869–1934","French","Male","1869","1934","",""
"1110","Chunghi Choo","American, born Korea 1938","American","Female","1938","0","",""
"36476","John Moffat","Scottish, 1819–1894","Scottish","Male","1819","1894","",""
"5696","Jonathan W. Strong","American","American","Male","0","0","",""
"47325","Stephen Kroninger","American, born 1957","American","Male","1957","0","",""
"35512","R.E.M.","","","","0","0","",""
"28729","Aaron Morse","American, born 1974","American","Male","1974","0","",""
"28847","Kelley Walker","American, born 1969","American","Male","1969","0","Q4476103","500294190.0"
"4924","J.J.J. (Jean-Jacques-Joachim) Rigal","French, 1926–1997","French","Male","1926","1997","",""
"2398","Hans Gugelot","German, born Indonesia. 1920–1965","German","Male","1920","1965","Q75989","500061200.0"
"9397","Design House Stockholm AB, Stockholm","","","","0","0","",""
"11162","Rosenthal, Germany","","","","0","0","",""
"40921","Abraham Cruzvillegas","Mexican, born 1968","Mexican","Male","1968","0","",""
"3551","David Ligare","American, born 1945","American","Male","1945","0","Q5236600","500017836.0"
"28556","Hernan Bas","American, born 1978","American","Male","1978","0","Q3134271","500122416.0"
"1657","Louis-Émile Durandelle","French, 1839–1917","French","Male","1839","1917","Q15556390","500019813.0"
"30202","Yaron Leshem","Israeli, born 1972","Israeli","Male","1972","0","",""
"6800","Jacobo Borges","Venezuelan, born 1931","Venezuelan","Male","1931","0","",""
"40851","Michael Zinganel","","","","0","0","",""
"2743","Alfred Hrdlicka","Austrian, born 1928","Austrian","Male","1928","0","",""
"41935","Robert McKimson","American, 1910–1977","American","Male","1910","1977","",""
"32965","Noam Toran","American, born 1975","American","Male","1975","0","",""
"10931","Ralph O. Smith Co., Los Angeles, CA","","","","0","0","",""
"43537","Matías Piñeiro","Argentine, born 1982","Argentine","Male","1982","0","",""
"5768","Ivan Tabakovic","Yugoslav, 1898–1977","Yugoslav","Male","1898","1977","",""
"5436","Jeffrey Silverthorne","American, born 1946","American","Male","1946","0","Q6176281","500333694.0"
"35159","Cao Fei","Chinese, born 1978","Chinese","Female","1978","0","Q1034078","500202426.0"
"2989","Tim Kantor","American, born 1932","American","Male","1932","0","",""
"3400","Ibram Lassaw","American, born Egypt. 1913–2003","American","Male","1913","2003","Q1471865","500001384.0"
"4078","Armando Morales Sequeira","Nicaraguan, 1927–2011","Nicaraguan","Male","1927","2011","",""
"45515","Klára Tamás","American, born Romania, 1946","American","Female","1946","0","",""
"1952","Christian Fossier","French, 1943–2013","French","Male","1943","2013","",""
"5393","Sarai Sherman","American, born 1922","American","Female","1922","0","",""
"2377","Gruppo N","active 1959–1964 in Padua, Italy","","","1959","1964","",""
"23461","Aleksei Den'shin","","","Male","0","0","",""
"14368","St. Francis of Assisi","Italian, c. 1181–1226","Italian","Male","1181","1226","",""
"6970","Ari 't Hart","Dutch, born 1936","Dutch","Male","1936","0","",""
"1834","Harold Feinstein","American, 1931–2015","American","Male","1931","2015","Q5660652",""
"67871","Dagobert Peche","Austrian, 1887–1923","Austrian","Male","1887","1923","",""
"22591","Hajime Sorayama","Japanese, born 1947","Japanese","Male","1947","0","Q276692",""
"1290","Martin Crampton","Nationality unknown","Nationality unknown","Male","0","0","",""
"4229","Thomas W. Nason","American, 1889–1971","American","Male","1889","1971","",""
"7879","Ward Jackson","American, 1929–2004","American","Male","1929","2004","",""
"11058","J.A. Henckels, USA","","","","0","0","",""
"68049","Modern Meadow","American, founded 2011","American","","2011","0","",""
"6694","E. Trigoulet","French, 1867–1910","French","Male","1867","1910","",""
"2967","Wolf Kahn","American, 1927–2020","American","Male","1927","2020","",""
"31306","Robert McChesney","","","Male","0","0","",""
"8296","Judy Stern","","","Female","0","0","",""
"1498","Fortunato Depero","Italian, 1892–1960","Italian","Male","1892","1960","Q1125077","500017004.0"
"1157","John Timothy Close","American, born 1958","American","Male","1958","0","",""
"47778","Henri Pousseur","","","","0","0","",""
"4934","Jean-Paul Riopelle","Canadian, 1923–2002","Canadian","Male","1923","2002","Q708544","500017908.0"
"29050","Michael Frederiksen","Danish, born 1966","Danish","Male","1966","0","",""
"7108","Bruce Witsiepe","American, born 1951","American","Male","1951","0","",""
"38201","Judith Mason","South African, born 1938","South African","Female","1938","0","",""
"68164","Milenija Marušić","Serbian, born 1940","Serbian","Female","1940","0","",""
"8560","International News Photos Inc.","","","","0","0","",""
"74005","André Lefèbvre","French, 1894–1964","French","Male","1894","1964","",""
"3312","Ant Kurvers","Dutch","Dutch","Male","0","0","",""
"655","Claus Bonderup","Danish, born 1943","Danish","Male","1943","0","Q5581593","500018481.0"
"23304","Liudmila Shmit-Ryzhova","","","Female","0","0","",""
"6782","Roberto Donis","Mexican, 1934–2008","Mexican","Male","1934","2008","",""
"9406","Hilde Hubbuch","German, 1905–1971","German","Female","1905","1971","",""
"27671","Clear Blue Hawaii, Honolulu","","","","0","0","",""
"1359","Walter Dahn","German, born 1954","German","Male","1954","0","Q1740593","500045746.0"
"72286","Teresa Margolles","Mexican, born 1963","Mexican","Female","1963","0","",""
"1562","Pierre Dmitrienko","French, 1925–1974","French","Male","1925","1974","",""
